,XTSLA,WK,NAVI,RVI,PIPR,CROX,ASO,HSII,KFRC,APR,SIG,SNBR,SCU,APPS,ACRE,EBC,BJ,AAN,PJT,JYNT,HALO,EME,PDM,CRNC,CNS,ANF,MED,ARNC,VRNS,RCII,EXPI,CRSR,EXPO,FHI,SPT,LSCC,PRDO,DNLI,TENB,APAM,MEG,GPI,HLI,WSBF,RMBS,RVP,NX,OVV,DLX,SONO,DX,UFPI,ATEN,MYE,ODP,BRC,THC,BLMN,BL,BCC,INFU,MSTR,VGR,SITC,ATKR,CIT,STEP,LXP,HNGR,CRAI,OGS,BSIG,TNET,MC,BKE,NSP,HELE,PRGS,CMO,AEL,ARWR,NARI,PNM,CVLT,SNR,BOX,BIG,SCVL,SAIA,TTGT,EDIT,FTHM,CATY,IMKTA,SPSC,CVET,ABG,KTB,MGNI,WING,MEDP,ZUMZ,USNA,BLKB,WERN,LUNA,UFS,EBF,JBSS,AMC,SYNA,NSIT,WD,CSWI,BKU,JOUT,SVC,ENVA,RPAI,WTS,CXP,VSTO,CALX,SSD,CNMD,RILY,PTEN,GES,HRI,MTSI,DNOW,INSP,VIAV,ROCK,MAX,FATE,TTEK,IVR,JACK,IDT,KFY,MGRC,BPMC,RCKY,SPXC,EAT,CPF,DRNA,CTO,NFBK,DBRG,STAA,TGTX,AGYS,ALRM,HIBB,GSHD,GCO,SHYF,AR,SCHN,XNCR,RPD,CTRN,CORT,MUSA,SANM,SRDX,HVT,CCXI,DDS,TIG,CMC,AMSF,DHIL,OSIS,AVID,MFA,IMXI,SEM,CNX,KOP,IRWD,GIC,OPY,OMI,BOOT,TRTN,CMPR,TGNA,STMP,PFGC,CWK,AXSM,NNI,GRPN,PZZA,AFIN,DOMO,GATX,QLYS,PRTS,GTS,ACA,GAN,CVA,OPI,OFG,OMER,EVRI,ASB,CHK,UAVS,BDN,NUS,NBTB,CDEV,SYBT,SFM,CBT,NTLA,RVLV,AIV,TTEC,NAPA,CHCO,VEI,JOAN,WAFD,FSS,SATS,HAE,GLDD,WASH,FIX,THFF,PBH,TMCI,TDS,JW.A,GTBP,PGRE,RPT,TWOU,MTRN,GBOX,THRY,COWN,OMCL,OOMA,AWR,FCF,NBHC,NWBI,HMN,PDCO,CRMT,OCDX,CYTK,BTX,LHCG,FORM,EBS,BANF,PRPL,COLL,XPER,PFC,UPWK,PRFT,POWI,PACB,USD,ORMP,HYRE,VRTV,KLIC,AVIR,LAZY,CSOD,ORGO,BXC,ISBC,PSB,WDFC,TVTX,POWW,BCOV,FLGT,SUM
07/23/2021,1.82,0.93,0.85,0.0,0.54,0.49,0.41,0.44,0.56,0.4,0.29,0.45,0.5,0.38,0.54,0.41,0.41,0.38,0.37,0.35,0.37,0.51,0.43,0.31,0.3,0.26,0.36,0.31,0.32,0.43,0.26,0.29,0.51,0.29,0.29,0.3,0.32,0.32,0.35,0.3,0.28,0.34,0.25,0.0,0.26,0.21,0.4,0.25,0.3,0.28,0.32,0.27,0.24,0.0,0.24,0.39,0.28,0.24,0.28,0.25,0.0,0.2,0.28,0.35,0.34,0.37,0.33,0.33,0.27,0.22,0.24,0.22,0.29,0.22,0.23,0.3,0.23,0.28,0.25,0.29,0.27,0.3,0.25,0.26,0.2,0.23,0.21,0.23,0.28,0.23,0.0,0.0,0.36,0.28,0.26,0.24,0.25,0.25,0.18,0.23,0.27,0.0,0.26,0.23,0.31,0.0,0.19,0.0,0.0,0.47,0.21,0.25,0.22,0.27,0.28,0.26,0.2,0.2,0.27,0.0,0.25,0.25,0.19,0.29,0.28,0.19,0.0,0.18,0.0,0.19,0.23,0.2,0.24,0.25,0.18,0.2,0.28,0.22,0.19,0.17,0.22,0.33,0.25,0.2,0.22,0.0,0.21,0.23,0.0,0.0,0.0,0.19,0.2,0.0,0.17,0.0,0.0,0.0,0.23,0.18,0.21,0.22,0.18,0.0,0.0,0.0,0.2,0.0,0.17,0.0,0.0,0.0,0.19,0.25,0.0,0.25,0.0,0.18,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.19,0.0,0.25,0.0,0.19,0.18,0.0,0.0,0.0,0.18,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.36,0.34,0.35,0.34,0.32,0.26,0.26,0.27,0.25,0.29,0.26,0.25,0.25,0.29,0.24,0.22,0.23,0.23,0.21,0.22,0.21,0.21,0.2,0.19,0.19,0.2,0.2,0.2,0.19,0.18,0.19,0.0,0.19,0.17,0.0,0.18,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.21,0.0,0.17,0.0,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.36
07/26/2021,1.79,0.93,0.86,0.0,0.54,0.49,0.42,0.44,0.55,0.4,0.3,0.39,0.5,0.38,0.53,0.41,0.41,0.38,0.38,0.34,0.36,0.51,0.43,0.31,0.3,0.26,0.36,0.32,0.32,0.44,0.27,0.29,0.51,0.29,0.3,0.31,0.32,0.32,0.35,0.3,0.29,0.35,0.25,0.0,0.26,0.21,0.41,0.26,0.29,0.28,0.31,0.27,0.24,0.0,0.24,0.39,0.28,0.25,0.28,0.25,0.0,0.21,0.27,0.35,0.35,0.38,0.35,0.32,0.27,0.22,0.23,0.22,0.28,0.22,0.23,0.3,0.23,0.28,0.25,0.29,0.27,0.31,0.25,0.26,0.2,0.22,0.21,0.23,0.28,0.23,0.0,0.0,0.36,0.28,0.26,0.23,0.26,0.24,0.19,0.23,0.27,0.18,0.26,0.22,0.3,0.0,0.19,0.0,0.0,0.44,0.22,0.25,0.23,0.26,0.34,0.26,0.21,0.2,0.27,0.0,0.25,0.24,0.2,0.28,0.28,0.19,0.0,0.18,0.18,0.19,0.23,0.21,0.24,0.25,0.18,0.2,0.28,0.22,0.19,0.18,0.22,0.32,0.25,0.21,0.22,0.0,0.37,0.21,0.0,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.23,0.18,0.21,0.21,0.19,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.19,0.25,0.0,0.25,0.0,0.18,0.18,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.25,0.0,0.19,0.19,0.0,0.0,0.0,0.18,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.37,0.34,0.35,0.33,0.33,0.27,0.25,0.26,0.25,0.3,0.27,0.25,0.25,0.28,0.26,0.23,0.23,0.23,0.21,0.22,0.2,0.21,0.2,0.19,0.19,0.2,0.2,0.19,0.19,0.18,0.19,0.17,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.3,0.29,0.27,0.19,0.0,0.18,0.0,0.21,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.96
07/27/2021,1.82,0.94,0.85,0.0,0.54,0.55,0.41,0.44,0.55,0.43,0.3,0.39,0.5,0.38,0.54,0.41,0.41,0.37,0.39,0.33,0.37,0.5,0.42,0.31,0.3,0.26,0.35,0.31,0.33,0.44,0.28,0.28,0.5,0.29,0.3,0.31,0.32,0.32,0.36,0.29,0.29,0.34,0.26,0.0,0.27,0.22,0.41,0.27,0.29,0.28,0.31,0.27,0.25,0.0,0.24,0.39,0.28,0.24,0.28,0.25,0.0,0.22,0.27,0.34,0.34,0.38,0.35,0.33,0.27,0.22,0.23,0.22,0.29,0.23,0.23,0.3,0.23,0.28,0.25,0.29,0.27,0.31,0.25,0.27,0.2,0.22,0.2,0.23,0.28,0.23,0.0,0.0,0.35,0.28,0.26,0.23,0.26,0.25,0.19,0.25,0.27,0.0,0.26,0.22,0.3,0.0,0.19,0.0,0.0,0.41,0.21,0.25,0.22,0.27,0.28,0.26,0.21,0.2,0.27,0.0,0.25,0.24,0.2,0.28,0.29,0.19,0.0,0.18,0.18,0.19,0.23,0.21,0.24,0.25,0.18,0.2,0.28,0.21,0.2,0.18,0.21,0.33,0.25,0.21,0.22,0.0,0.2,0.21,0.0,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.23,0.18,0.21,0.22,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.2,0.24,0.0,0.25,0.0,0.18,0.19,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.25,0.0,0.19,0.18,0.0,0.0,0.0,0.18,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.38,0.32,0.34,0.33,0.31,0.27,0.25,0.26,0.25,0.29,0.27,0.24,0.25,0.29,0.23,0.23,0.23,0.23,0.21,0.22,0.2,0.21,0.19,0.19,0.19,0.2,0.2,0.19,0.19,0.18,0.19,0.0,0.2,0.17,0.17,0.18,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.21,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.38
07/28/2021,1.81,0.95,0.85,0.0,0.54,0.54,0.41,0.44,0.56,0.43,0.3,0.37,0.5,0.38,0.54,0.4,0.42,0.36,0.39,0.34,0.37,0.51,0.42,0.31,0.3,0.26,0.36,0.32,0.33,0.45,0.27,0.28,0.51,0.29,0.31,0.31,0.32,0.31,0.38,0.29,0.29,0.34,0.26,0.0,0.27,0.22,0.41,0.26,0.29,0.28,0.31,0.27,0.25,0.0,0.25,0.39,0.28,0.24,0.29,0.25,0.0,0.21,0.27,0.34,0.35,0.38,0.36,0.33,0.27,0.22,0.24,0.22,0.29,0.23,0.23,0.3,0.23,0.28,0.25,0.29,0.27,0.31,0.25,0.27,0.2,0.23,0.2,0.23,0.29,0.24,0.0,0.0,0.36,0.28,0.26,0.23,0.26,0.25,0.2,0.25,0.27,0.17,0.26,0.23,0.31,0.0,0.19,0.0,0.0,0.4,0.22,0.26,0.22,0.27,0.33,0.26,0.2,0.2,0.27,0.0,0.25,0.24,0.21,0.29,0.28,0.19,0.0,0.18,0.18,0.19,0.24,0.21,0.24,0.25,0.17,0.2,0.29,0.21,0.2,0.18,0.22,0.32,0.25,0.22,0.22,0.0,0.37,0.21,0.0,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.23,0.18,0.22,0.21,0.2,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.2,0.24,0.0,0.25,0.0,0.18,0.19,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.25,0.0,0.19,0.18,0.0,0.0,0.0,0.18,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.39,0.31,0.34,0.33,0.32,0.26,0.25,0.26,0.25,0.27,0.27,0.24,0.25,0.29,0.27,0.22,0.22,0.23,0.21,0.22,0.2,0.21,0.19,0.19,0.19,0.2,0.2,0.2,0.19,0.18,0.19,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.3,0.29,0.27,0.19,0.0,0.18,0.17,0.21,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.17
07/29/2021,1.8,0.96,0.86,0.0,0.54,0.54,0.41,0.44,0.56,0.43,0.3,0.39,0.5,0.37,0.54,0.4,0.41,0.36,0.39,0.34,0.36,0.51,0.42,0.31,0.31,0.26,0.36,0.32,0.33,0.45,0.27,0.28,0.51,0.29,0.3,0.31,0.31,0.26,0.37,0.29,0.29,0.33,0.26,0.0,0.27,0.21,0.41,0.27,0.29,0.28,0.31,0.27,0.25,0.0,0.25,0.39,0.28,0.25,0.28,0.25,0.0,0.26,0.27,0.35,0.35,0.38,0.36,0.33,0.27,0.22,0.24,0.23,0.29,0.23,0.23,0.3,0.23,0.28,0.26,0.29,0.26,0.29,0.25,0.27,0.2,0.22,0.21,0.23,0.28,0.24,0.0,0.0,0.36,0.28,0.26,0.23,0.26,0.25,0.19,0.24,0.27,0.0,0.26,0.23,0.31,0.0,0.19,0.0,0.0,0.43,0.21,0.26,0.22,0.26,0.28,0.26,0.2,0.2,0.27,0.0,0.25,0.24,0.2,0.28,0.28,0.18,0.0,0.19,0.19,0.19,0.24,0.2,0.24,0.25,0.18,0.19,0.29,0.21,0.2,0.19,0.22,0.32,0.24,0.22,0.22,0.0,0.21,0.21,0.0,0.0,0.0,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.23,0.19,0.22,0.21,0.19,0.17,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.25,0.0,0.18,0.19,0.0,0.0,0.17,0.18,0.0,0.0,0.17,0.0,0.0,0.18,0.0,0.25,0.0,0.19,0.0,0.0,0.0,0.0,0.18,0.17,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.39,0.32,0.34,0.34,0.31,0.27,0.25,0.25,0.26,0.26,0.27,0.24,0.25,0.29,0.24,0.23,0.22,0.23,0.21,0.22,0.2,0.21,0.19,0.19,0.19,0.2,0.2,0.2,0.19,0.17,0.19,0.0,0.19,0.17,0.0,0.19,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.43
07/30/2021,1.82,0.94,0.87,0.0,0.55,0.54,0.4,0.46,0.57,0.45,0.29,0.39,0.5,0.37,0.55,0.4,0.41,0.4,0.39,0.34,0.36,0.51,0.42,0.3,0.31,0.25,0.35,0.32,0.33,0.45,0.27,0.28,0.52,0.29,0.3,0.3,0.32,0.24,0.37,0.29,0.3,0.34,0.26,0.0,0.27,0.22,0.41,0.26,0.29,0.27,0.31,0.27,0.25,0.0,0.25,0.39,0.28,0.25,0.28,0.26,0.0,0.25,0.27,0.35,0.35,0.38,0.36,0.33,0.27,0.22,0.24,0.23,0.31,0.23,0.23,0.31,0.23,0.28,0.26,0.29,0.26,0.3,0.25,0.25,0.2,0.22,0.2,0.23,0.28,0.23,0.0,0.0,0.36,0.28,0.25,0.24,0.26,0.25,0.19,0.25,0.25,0.0,0.26,0.22,0.31,0.0,0.19,0.0,0.0,0.41,0.21,0.26,0.22,0.26,0.29,0.26,0.2,0.2,0.28,0.0,0.25,0.24,0.19,0.28,0.29,0.18,0.0,0.19,0.19,0.19,0.24,0.2,0.24,0.25,0.18,0.19,0.28,0.21,0.2,0.18,0.22,0.32,0.24,0.23,0.23,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.18,0.0,0.17,0.0,0.0,0.0,0.23,0.19,0.22,0.21,0.19,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.0,0.26,0.0,0.18,0.19,0.18,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.17,0.19,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.39,0.31,0.34,0.34,0.32,0.25,0.26,0.26,0.26,0.26,0.28,0.25,0.25,0.29,0.24,0.22,0.23,0.23,0.21,0.22,0.2,0.21,0.19,0.19,0.19,0.2,0.2,0.2,0.2,0.17,0.19,0.0,0.19,0.17,0.0,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.18,0.2,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.59
08/02/2021,1.78,0.95,0.84,0.0,0.55,0.56,0.41,0.46,0.57,0.46,0.0,0.4,0.51,0.38,0.54,0.41,0.41,0.37,0.39,0.32,0.35,0.51,0.42,0.3,0.31,0.25,0.35,0.34,0.33,0.46,0.27,0.28,0.53,0.29,0.3,0.31,0.33,0.25,0.35,0.29,0.31,0.34,0.27,0.0,0.27,0.23,0.42,0.25,0.29,0.28,0.31,0.27,0.28,0.0,0.25,0.39,0.28,0.24,0.28,0.26,0.0,0.24,0.27,0.36,0.36,0.38,0.37,0.33,0.27,0.22,0.24,0.23,0.32,0.23,0.22,0.31,0.23,0.27,0.26,0.29,0.27,0.31,0.25,0.25,0.2,0.23,0.19,0.23,0.3,0.23,0.0,0.0,0.36,0.28,0.25,0.23,0.26,0.24,0.19,0.25,0.26,0.0,0.25,0.22,0.31,0.0,0.19,0.0,0.0,0.41,0.21,0.26,0.23,0.26,0.29,0.26,0.2,0.21,0.28,0.0,0.25,0.25,0.2,0.28,0.29,0.18,0.0,0.18,0.19,0.19,0.25,0.21,0.24,0.25,0.18,0.2,0.28,0.21,0.2,0.19,0.22,0.32,0.24,0.22,0.23,0.0,0.21,0.21,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.24,0.18,0.22,0.21,0.19,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.21,0.25,0.0,0.26,0.0,0.18,0.19,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.55,0.38,0.31,0.34,0.34,0.32,0.25,0.25,0.26,0.26,0.26,0.27,0.25,0.25,0.29,0.24,0.22,0.22,0.23,0.22,0.21,0.2,0.22,0.19,0.19,0.19,0.2,0.21,0.19,0.2,0.17,0.18,0.17,0.19,0.0,0.0,0.18,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.2,0.0,0.17,0.17,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.55
08/03/2021,1.79,0.94,0.85,0.0,0.55,0.56,0.41,0.46,0.57,0.48,0.0,0.39,0.5,0.37,0.53,0.4,0.41,0.38,0.4,0.32,0.35,0.51,0.42,0.3,0.31,0.25,0.36,0.34,0.32,0.45,0.26,0.28,0.57,0.29,0.29,0.32,0.33,0.25,0.35,0.29,0.31,0.35,0.27,0.0,0.27,0.22,0.42,0.25,0.29,0.28,0.31,0.27,0.28,0.0,0.24,0.39,0.28,0.24,0.28,0.26,0.0,0.24,0.27,0.36,0.36,0.38,0.36,0.33,0.27,0.22,0.23,0.23,0.32,0.23,0.22,0.31,0.23,0.28,0.26,0.29,0.27,0.31,0.25,0.25,0.2,0.22,0.19,0.23,0.31,0.23,0.0,0.0,0.36,0.28,0.28,0.24,0.27,0.24,0.18,0.25,0.26,0.0,0.24,0.22,0.31,0.0,0.19,0.0,0.0,0.4,0.22,0.26,0.23,0.27,0.28,0.26,0.2,0.21,0.28,0.0,0.24,0.25,0.2,0.29,0.29,0.18,0.0,0.18,0.19,0.2,0.24,0.21,0.24,0.26,0.18,0.19,0.29,0.21,0.2,0.18,0.22,0.33,0.25,0.23,0.23,0.0,0.21,0.21,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.23,0.18,0.22,0.2,0.19,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.21,0.25,0.0,0.26,0.0,0.18,0.19,0.18,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.25,0.0,0.21,0.0,0.0,0.0,0.0,0.18,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.55,0.38,0.32,0.34,0.34,0.32,0.25,0.25,0.25,0.26,0.28,0.27,0.25,0.25,0.28,0.24,0.22,0.22,0.23,0.22,0.22,0.2,0.22,0.19,0.19,0.19,0.2,0.22,0.19,0.2,0.0,0.18,0.17,0.18,0.0,0.0,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.18,0.21,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.67
08/04/2021,1.79,0.94,0.85,0.0,0.55,0.56,0.41,0.46,0.57,0.48,0.0,0.39,0.5,0.37,0.53,0.4,0.41,0.38,0.4,0.32,0.35,0.51,0.42,0.3,0.31,0.25,0.36,0.34,0.32,0.45,0.26,0.28,0.57,0.29,0.29,0.32,0.33,0.25,0.35,0.29,0.31,0.35,0.27,0.0,0.27,0.22,0.42,0.25,0.29,0.28,0.31,0.27,0.28,0.0,0.24,0.39,0.28,0.24,0.28,0.26,0.0,0.24,0.27,0.36,0.36,0.38,0.36,0.33,0.27,0.22,0.23,0.23,0.32,0.23,0.22,0.31,0.23,0.28,0.26,0.29,0.27,0.31,0.25,0.25,0.2,0.22,0.19,0.23,0.31,0.23,0.0,0.0,0.36,0.28,0.28,0.24,0.27,0.24,0.18,0.25,0.26,0.0,0.24,0.22,0.31,0.0,0.19,0.0,0.0,0.4,0.22,0.26,0.23,0.27,0.28,0.26,0.2,0.21,0.28,0.0,0.24,0.25,0.2,0.29,0.29,0.18,0.0,0.18,0.19,0.2,0.24,0.21,0.24,0.26,0.18,0.19,0.29,0.21,0.2,0.18,0.22,0.33,0.25,0.23,0.23,0.0,0.21,0.21,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.23,0.18,0.22,0.2,0.19,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.21,0.25,0.0,0.26,0.0,0.18,0.19,0.18,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.25,0.0,0.21,0.0,0.0,0.0,0.0,0.18,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.55,0.38,0.32,0.34,0.34,0.32,0.25,0.25,0.25,0.26,0.28,0.27,0.25,0.25,0.28,0.24,0.22,0.22,0.23,0.22,0.22,0.2,0.22,0.19,0.19,0.19,0.2,0.22,0.19,0.2,0.0,0.18,0.17,0.18,0.0,0.0,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.18,0.21,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.67
08/05/2021,1.79,0.94,0.85,0.0,0.55,0.56,0.41,0.46,0.57,0.48,0.0,0.39,0.5,0.37,0.53,0.4,0.41,0.38,0.4,0.32,0.35,0.51,0.42,0.3,0.31,0.25,0.36,0.34,0.32,0.45,0.26,0.28,0.57,0.29,0.29,0.32,0.33,0.25,0.35,0.29,0.31,0.35,0.27,0.0,0.27,0.22,0.42,0.25,0.29,0.28,0.31,0.27,0.28,0.0,0.24,0.39,0.28,0.24,0.28,0.26,0.0,0.24,0.27,0.36,0.36,0.38,0.36,0.33,0.27,0.22,0.23,0.23,0.32,0.23,0.22,0.31,0.23,0.28,0.26,0.29,0.27,0.31,0.25,0.25,0.2,0.22,0.19,0.23,0.31,0.23,0.0,0.0,0.36,0.28,0.28,0.24,0.27,0.24,0.18,0.25,0.26,0.0,0.24,0.22,0.31,0.0,0.19,0.0,0.0,0.4,0.22,0.26,0.23,0.27,0.28,0.26,0.2,0.21,0.28,0.0,0.24,0.25,0.2,0.29,0.29,0.18,0.0,0.18,0.19,0.2,0.24,0.21,0.24,0.26,0.18,0.19,0.29,0.21,0.2,0.18,0.22,0.33,0.25,0.23,0.23,0.0,0.21,0.21,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.23,0.18,0.22,0.2,0.19,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.21,0.25,0.0,0.26,0.0,0.18,0.19,0.18,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.25,0.0,0.21,0.0,0.0,0.0,0.0,0.18,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.55,0.38,0.32,0.34,0.34,0.32,0.25,0.25,0.25,0.26,0.28,0.27,0.25,0.25,0.28,0.24,0.22,0.22,0.23,0.22,0.22,0.2,0.22,0.19,0.19,0.19,0.2,0.22,0.19,0.2,0.0,0.18,0.17,0.18,0.0,0.0,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.18,0.21,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.67
