,GE,WFC,BMY,XOM,CMCSA,BAC,PNC,AIG,HES,UNH,CSCO,LLY,VZ,V,CB,LNG,GS,INTC,MS,DHR,CI,NOC,RDN,DUK,HII,BSX,KO,WMB,GD,BRKR,DHI,CNQ.TO,MET,OI,AMGN,GM,IPG,BDX,OMC,CNC,MO,FCX,BKNG,STLA.MI,SO,FIS,ACGL,KR,KNX,ERIC,KEYS,MHK,VTRS,TPR,VICI,XPO,ADI,AKAM,NVR,SNY,FBHS,DGE$.L,AZO,OLN,BWXT,ST,SLB,SRC,GLPI,CMA,VLO,BBY,PVH,AVY,SRCL,CHDN,AES,UHS,HDB,HOLX,SPG,NTR.TO,BJ,RGLD,PNR,LDOS,MG.TO,JBLU,GH,OSH,Golar LNG Ltd,TAP,EEFT,UAA,FE,REGN,EBAY,FAF,STLD,RL,AGX,ACM,DCI,VER,OII,CUZ,FTCH,EQT,HTA,SAIC,PTON,CMC,EYE,VRM,RNR,ECOL,JELD,BFLY,FTI,KTOS,CPNG,RRC,CCOI,GLNG,Cash Offsets For Shorts & Derivatives,n/a,688101.SS,688001.SS,688226.SS,GXO,SUM
08/13/2021,5.07,4.01,2.81,2.87,2.61,2.42,2.19,1.94,1.94,1.6,1.6,1.66,1.42,1.43,1.31,1.29,1.27,1.22,1.14,1.24,1.02,1.08,1.01,1.06,1.04,1.07,1.03,1.05,1.0,1.1,0.93,1.03,0.88,0.85,0.95,0.96,0.9,0.9,0.87,0.89,0.86,0.73,0.74,0.57,0.72,0.73,0.7,0.76,0.67,0.66,0.76,0.63,0.62,0.65,0.63,0.61,0.66,0.64,0.61,0.59,0.55,0.58,0.61,0.63,0.53,0.57,0.57,0.57,0.55,0.51,0.54,0.54,0.52,0.51,0.44,0.47,0.48,0.43,0.44,0.46,0.44,0.43,0.45,0.37,0.4,0.4,0.38,0.34,0.37,0.37,0.0,0.35,0.33,0.34,0.35,0.39,0.4,0.32,0.31,0.31,0.33,0.32,0.32,0.29,0.32,0.29,0.33,0.28,0.26,0.27,0.31,0.25,0.26,0.24,0.2,0.0,0.28,0.17,0.11,0.0,0.04,0.35,0.0,0.42,0.0,2.6,0.0,0.0,0.0,0.0,99.99
08/16/2021,5.07,4.01,2.81,2.87,2.61,2.42,2.19,1.94,1.94,1.6,1.6,1.66,1.42,1.43,1.31,1.29,1.27,1.22,1.14,1.24,1.02,1.08,1.01,1.06,1.04,1.07,1.03,1.05,1.0,1.1,0.93,1.03,0.88,0.85,0.95,0.96,0.9,0.9,0.87,0.89,0.86,0.73,0.74,0.57,0.72,0.73,0.7,0.76,0.67,0.66,0.76,0.63,0.62,0.65,0.63,0.61,0.66,0.64,0.61,0.59,0.55,0.58,0.61,0.63,0.53,0.57,0.57,0.57,0.55,0.51,0.54,0.54,0.52,0.51,0.44,0.47,0.48,0.43,0.44,0.46,0.44,0.43,0.45,0.37,0.4,0.4,0.38,0.34,0.37,0.37,0.0,0.35,0.33,0.34,0.35,0.39,0.4,0.32,0.31,0.31,0.33,0.32,0.32,0.29,0.32,0.29,0.33,0.28,0.26,0.27,0.31,0.25,0.26,0.24,0.2,0.0,0.28,0.17,0.11,0.0,0.04,0.35,0.0,0.42,0.0,2.6,0.0,0.0,0.0,0.0,99.99
08/17/2021,5.07,4.01,2.81,2.87,2.61,2.42,2.19,1.94,1.94,1.6,1.6,1.66,1.42,1.43,1.31,1.29,1.27,1.22,1.14,1.24,1.02,1.08,1.01,1.06,1.04,1.07,1.03,1.05,1.0,1.1,0.93,1.03,0.88,0.85,0.95,0.96,0.9,0.9,0.87,0.89,0.86,0.73,0.74,0.57,0.72,0.73,0.7,0.76,0.67,0.66,0.76,0.63,0.62,0.65,0.63,0.61,0.66,0.64,0.61,0.59,0.55,0.58,0.61,0.63,0.53,0.57,0.57,0.57,0.55,0.51,0.54,0.54,0.52,0.51,0.44,0.47,0.48,0.43,0.44,0.46,0.44,0.43,0.45,0.37,0.4,0.4,0.38,0.34,0.37,0.37,0.0,0.35,0.33,0.34,0.35,0.39,0.4,0.32,0.31,0.31,0.33,0.32,0.32,0.29,0.32,0.29,0.33,0.28,0.26,0.27,0.31,0.25,0.26,0.24,0.2,0.0,0.28,0.17,0.11,0.0,0.04,0.35,0.0,0.42,0.0,2.6,0.0,0.0,0.0,0.0,99.99
08/18/2021,5.07,4.01,2.81,2.87,2.61,2.42,2.19,1.94,1.94,1.6,1.6,1.66,1.42,1.43,1.31,1.29,1.27,1.22,1.14,1.24,1.02,1.08,1.01,1.06,1.04,1.07,1.03,1.05,1.0,1.1,0.93,1.03,0.88,0.85,0.95,0.96,0.9,0.9,0.87,0.89,0.86,0.73,0.74,0.57,0.72,0.73,0.7,0.76,0.67,0.66,0.76,0.63,0.62,0.65,0.63,0.61,0.66,0.64,0.61,0.59,0.55,0.58,0.61,0.63,0.53,0.57,0.57,0.57,0.55,0.51,0.54,0.54,0.52,0.51,0.44,0.47,0.48,0.43,0.44,0.46,0.44,0.43,0.45,0.37,0.4,0.4,0.38,0.34,0.37,0.37,0.0,0.35,0.33,0.34,0.35,0.39,0.4,0.32,0.31,0.31,0.33,0.32,0.32,0.29,0.32,0.29,0.33,0.28,0.26,0.27,0.31,0.25,0.26,0.24,0.2,0.0,0.28,0.17,0.11,0.0,0.04,0.35,0.0,0.42,0.0,2.6,0.0,0.0,0.0,0.0,99.99
08/20/2021,5.07,4.01,2.81,2.87,2.61,2.42,2.19,1.94,1.94,1.6,1.6,1.66,1.42,1.43,1.31,1.29,1.27,1.22,1.14,1.24,1.02,1.08,1.01,1.06,1.04,1.07,1.03,1.05,1.0,1.1,0.93,1.03,0.88,0.85,0.95,0.96,0.9,0.9,0.87,0.89,0.86,0.73,0.74,0.57,0.72,0.73,0.7,0.76,0.67,0.66,0.76,0.63,0.62,0.65,0.63,0.61,0.66,0.64,0.61,0.59,0.55,0.58,0.61,0.63,0.53,0.57,0.57,0.57,0.55,0.51,0.54,0.54,0.52,0.51,0.44,0.47,0.48,0.43,0.44,0.46,0.44,0.43,0.45,0.37,0.4,0.4,0.38,0.34,0.37,0.37,0.0,0.35,0.33,0.34,0.35,0.39,0.4,0.32,0.31,0.31,0.33,0.32,0.32,0.29,0.32,0.29,0.33,0.28,0.26,0.27,0.31,0.25,0.26,0.24,0.2,0.0,0.28,0.17,0.11,0.0,0.04,0.35,0.0,0.42,0.0,2.6,0.0,0.0,0.0,0.0,99.99
08/23/2021,5.07,4.01,2.81,2.87,2.61,2.42,2.19,1.94,1.94,1.6,1.6,1.66,1.42,1.43,1.31,1.29,1.27,1.22,1.14,1.24,1.02,1.08,1.01,1.06,1.04,1.07,1.03,1.05,1.0,1.1,0.93,1.03,0.88,0.85,0.95,0.96,0.9,0.9,0.87,0.89,0.86,0.73,0.74,0.57,0.72,0.73,0.7,0.76,0.67,0.66,0.76,0.63,0.62,0.65,0.63,0.61,0.66,0.64,0.61,0.59,0.55,0.58,0.61,0.63,0.53,0.57,0.57,0.57,0.55,0.51,0.54,0.54,0.52,0.51,0.44,0.47,0.48,0.43,0.44,0.46,0.44,0.43,0.45,0.37,0.4,0.4,0.38,0.34,0.37,0.37,0.0,0.35,0.33,0.34,0.35,0.39,0.4,0.32,0.31,0.31,0.33,0.32,0.32,0.29,0.32,0.29,0.33,0.28,0.26,0.27,0.31,0.25,0.26,0.24,0.2,0.0,0.28,0.17,0.11,0.0,0.04,0.35,0.0,0.42,0.0,2.6,0.0,0.0,0.0,0.0,99.99
08/24/2021,5.07,4.01,2.81,2.87,2.61,2.42,2.19,1.94,1.94,1.6,1.6,1.66,1.42,1.43,1.31,1.29,1.27,1.22,1.14,1.24,1.02,1.08,1.01,1.06,1.04,1.07,1.03,1.05,1.0,1.1,0.93,1.03,0.88,0.85,0.95,0.96,0.9,0.9,0.87,0.89,0.86,0.73,0.74,0.57,0.72,0.73,0.7,0.76,0.67,0.66,0.76,0.63,0.62,0.65,0.63,0.61,0.66,0.64,0.61,0.59,0.55,0.58,0.61,0.63,0.53,0.57,0.57,0.57,0.55,0.51,0.54,0.54,0.52,0.51,0.44,0.47,0.48,0.43,0.44,0.46,0.44,0.43,0.45,0.37,0.4,0.4,0.38,0.34,0.37,0.37,0.0,0.35,0.33,0.34,0.35,0.39,0.4,0.32,0.31,0.31,0.33,0.32,0.32,0.29,0.32,0.29,0.33,0.28,0.26,0.27,0.31,0.25,0.26,0.24,0.2,0.0,0.28,0.17,0.11,0.0,0.04,0.35,0.0,0.42,0.0,2.6,0.0,0.0,0.0,0.0,99.99
08/25/2021,5.07,4.01,2.81,2.87,2.61,2.42,2.19,1.94,1.94,1.6,1.6,1.66,1.42,1.43,1.31,1.29,1.27,1.22,1.14,1.24,1.02,1.08,1.01,1.06,1.04,1.07,1.03,1.05,1.0,1.1,0.93,1.03,0.88,0.85,0.95,0.96,0.9,0.9,0.87,0.89,0.86,0.73,0.74,0.57,0.72,0.73,0.7,0.76,0.67,0.66,0.76,0.63,0.62,0.65,0.63,0.61,0.66,0.64,0.61,0.59,0.55,0.58,0.61,0.63,0.53,0.57,0.57,0.57,0.55,0.51,0.54,0.54,0.52,0.51,0.44,0.47,0.48,0.43,0.44,0.46,0.44,0.43,0.45,0.37,0.4,0.4,0.38,0.34,0.37,0.37,0.0,0.35,0.33,0.34,0.35,0.39,0.4,0.32,0.31,0.31,0.33,0.32,0.32,0.29,0.32,0.29,0.33,0.28,0.26,0.27,0.31,0.25,0.26,0.24,0.2,0.0,0.28,0.17,0.11,0.0,0.04,0.35,0.0,0.42,0.0,0.0,2.6,0.0,0.0,0.0,99.99
08/26/2021,5.07,4.01,2.81,2.87,2.61,2.42,2.19,1.94,1.94,1.6,1.6,1.66,1.42,1.43,1.31,1.29,1.27,1.22,1.14,1.24,1.02,1.08,1.01,1.06,1.04,1.07,1.03,1.05,1.0,1.1,0.93,1.03,0.88,0.85,0.95,0.96,0.9,0.9,0.87,0.89,0.86,0.73,0.74,0.57,0.72,0.73,0.7,0.76,0.67,0.66,0.76,0.63,0.62,0.65,0.63,0.61,0.66,0.64,0.61,0.59,0.55,0.58,0.61,0.63,0.53,0.57,0.57,0.57,0.55,0.51,0.54,0.54,0.52,0.51,0.44,0.47,0.48,0.43,0.44,0.46,0.44,0.43,0.45,0.37,0.4,0.4,0.38,0.34,0.37,0.37,0.0,0.35,0.33,0.34,0.35,0.39,0.4,0.32,0.31,0.31,0.33,0.32,0.32,0.29,0.32,0.29,0.33,0.28,0.26,0.27,0.31,0.25,0.26,0.24,0.2,0.0,0.28,0.17,0.11,0.0,0.04,0.35,0.0,0.42,0.0,0.0,2.6,0.0,0.0,0.0,99.99
08/27/2021,5.07,4.01,2.81,2.87,2.61,2.42,2.19,1.94,1.94,1.6,1.6,1.66,1.42,1.43,1.31,1.29,1.27,1.22,1.14,1.24,1.02,1.08,1.01,1.06,1.04,1.07,1.03,1.05,1.0,1.1,0.93,1.03,0.88,0.85,0.95,0.96,0.9,0.9,0.87,0.89,0.86,0.73,0.74,0.57,0.72,0.73,0.7,0.76,0.67,0.66,0.76,0.63,0.62,0.65,0.63,0.61,0.66,0.64,0.61,0.59,0.55,0.58,0.61,0.63,0.53,0.57,0.57,0.57,0.55,0.51,0.54,0.54,0.52,0.51,0.44,0.47,0.48,0.43,0.44,0.46,0.44,0.43,0.45,0.37,0.4,0.4,0.38,0.34,0.37,0.37,0.0,0.35,0.33,0.34,0.35,0.39,0.4,0.32,0.31,0.31,0.33,0.32,0.32,0.29,0.32,0.29,0.33,0.28,0.26,0.27,0.31,0.25,0.26,0.24,0.2,0.0,0.28,0.17,0.11,0.0,0.04,0.35,0.0,0.42,0.0,0.0,2.6,0.0,0.0,0.0,99.99
08/30/2021,5.07,4.01,2.81,2.87,2.61,2.42,2.19,1.94,1.94,1.6,1.6,1.66,1.42,1.43,1.31,1.29,1.27,1.22,1.14,1.24,1.02,1.08,1.01,1.06,1.04,1.07,1.03,1.05,1.0,1.1,0.93,1.03,0.88,0.85,0.95,0.96,0.9,0.9,0.87,0.89,0.86,0.73,0.74,0.57,0.72,0.73,0.7,0.76,0.67,0.66,0.76,0.63,0.62,0.65,0.63,0.61,0.66,0.64,0.61,0.59,0.55,0.58,0.61,0.63,0.53,0.57,0.57,0.57,0.55,0.51,0.54,0.54,0.52,0.51,0.44,0.47,0.48,0.43,0.44,0.46,0.44,0.43,0.45,0.37,0.4,0.4,0.38,0.34,0.37,0.37,0.0,0.35,0.33,0.34,0.35,0.39,0.4,0.32,0.31,0.31,0.33,0.32,0.32,0.29,0.32,0.29,0.33,0.28,0.26,0.27,0.31,0.25,0.26,0.24,0.2,0.0,0.28,0.17,0.11,0.0,0.04,0.35,0.0,0.42,0.0,0.0,2.6,0.0,0.0,0.0,99.99
08/31/2021,5.07,4.01,2.81,2.87,2.61,2.42,2.19,1.94,1.94,1.6,1.6,1.66,1.42,1.43,1.31,1.29,1.27,1.22,1.14,1.24,1.02,1.08,1.01,1.06,1.04,1.07,1.03,1.05,1.0,1.1,0.93,1.03,0.88,0.85,0.95,0.96,0.9,0.9,0.87,0.89,0.86,0.73,0.74,0.57,0.72,0.73,0.7,0.76,0.67,0.66,0.76,0.63,0.62,0.65,0.63,0.61,0.66,0.64,0.61,0.59,0.55,0.58,0.61,0.63,0.53,0.57,0.57,0.57,0.55,0.51,0.54,0.54,0.52,0.51,0.44,0.47,0.48,0.43,0.44,0.46,0.44,0.43,0.45,0.37,0.4,0.4,0.38,0.34,0.37,0.37,0.0,0.35,0.33,0.34,0.35,0.39,0.4,0.32,0.31,0.31,0.33,0.32,0.32,0.29,0.32,0.29,0.33,0.28,0.26,0.27,0.31,0.25,0.26,0.24,0.2,0.0,0.28,0.17,0.11,0.0,0.04,0.35,0.0,0.42,0.0,0.0,2.6,0.0,0.0,0.0,99.99
09/01/2021,5.07,4.01,2.81,2.87,2.61,2.42,2.19,1.94,1.94,1.6,1.6,1.66,1.42,1.43,1.31,1.29,1.27,1.22,1.14,1.24,1.02,1.08,1.01,1.06,1.04,1.07,1.03,1.05,1.0,1.1,0.93,1.03,0.88,0.85,0.95,0.96,0.9,0.9,0.87,0.89,0.86,0.73,0.74,0.57,0.72,0.73,0.7,0.76,0.67,0.66,0.76,0.63,0.62,0.65,0.63,0.61,0.66,0.64,0.61,0.59,0.55,0.58,0.61,0.63,0.53,0.57,0.57,0.57,0.55,0.51,0.54,0.54,0.52,0.51,0.44,0.47,0.48,0.43,0.44,0.46,0.44,0.43,0.45,0.37,0.4,0.4,0.38,0.34,0.37,0.37,0.0,0.35,0.33,0.34,0.35,0.39,0.4,0.32,0.31,0.31,0.33,0.32,0.32,0.29,0.32,0.29,0.33,0.28,0.26,0.27,0.31,0.25,0.26,0.24,0.2,0.0,0.28,0.17,0.11,0.0,0.04,0.35,0.0,0.42,0.0,0.0,0.0,2.6,0.0,0.0,99.99
09/02/2021,5.32,4.02,2.9,2.28,2.75,1.51,2.8,1.92,1.7,1.68,1.9,2.27,1.44,1.53,1.39,1.27,1.29,0.6,1.23,1.38,1.01,1.08,1.02,1.13,1.01,1.14,1.09,0.97,1.05,1.22,1.01,0.94,0.85,0.79,0.96,0.92,1.5,0.97,0.31,1.17,0.86,0.73,0.74,0.59,0.77,0.77,0.68,0.81,0.73,0.43,0.83,0.66,0.13,0.64,0.65,0.63,0.88,0.91,0.67,0.58,0.56,0.6,0.67,0.64,0.13,0.57,0.5,0.6,0.56,0.49,0.47,0.53,0.51,0.52,0.44,0.44,0.44,0.47,0.43,0.54,0.43,0.42,0.49,0.37,0.44,0.43,0.35,0.3,0.06,0.4,0.0,0.32,0.35,0.33,0.36,0.4,0.4,0.35,0.31,0.3,0.31,0.32,0.34,0.31,0.27,0.31,0.31,0.24,0.28,0.27,0.29,0.24,0.28,0.21,0.21,0.0,0.28,0.12,0.09,0.0,0.03,0.62,0.0,0.36,0.0,0.0,0.0,2.37,0.0,0.0,99.99
09/03/2021,5.32,4.02,2.9,2.28,2.75,1.51,2.8,1.92,1.7,1.68,1.9,2.27,1.44,1.53,1.39,1.27,1.29,0.6,1.23,1.38,1.01,1.08,1.02,1.13,1.01,1.14,1.09,0.97,1.05,1.22,1.01,0.94,0.85,0.79,0.96,0.92,1.5,0.97,0.31,1.17,0.86,0.73,0.74,0.59,0.77,0.77,0.68,0.81,0.73,0.43,0.83,0.66,0.13,0.64,0.65,0.63,0.88,0.91,0.67,0.58,0.56,0.6,0.67,0.64,0.13,0.57,0.5,0.6,0.56,0.49,0.47,0.53,0.51,0.52,0.44,0.44,0.44,0.47,0.43,0.54,0.43,0.42,0.49,0.37,0.44,0.43,0.35,0.3,0.06,0.4,0.0,0.32,0.35,0.33,0.36,0.4,0.4,0.35,0.31,0.3,0.31,0.32,0.34,0.31,0.27,0.31,0.31,0.24,0.28,0.27,0.29,0.24,0.28,0.21,0.21,0.0,0.28,0.12,0.09,0.0,0.03,0.62,0.0,0.36,0.0,0.0,0.0,0.0,2.37,0.0,99.99
09/06/2021,5.32,4.02,2.9,2.28,2.75,1.51,2.8,1.92,1.7,1.68,1.9,2.27,1.44,1.53,1.39,1.27,1.29,0.6,1.23,1.38,1.01,1.08,1.02,1.13,1.01,1.14,1.09,0.97,1.05,1.22,1.01,0.94,0.85,0.79,0.96,0.92,1.5,0.97,0.31,1.17,0.86,0.73,0.74,0.59,0.77,0.77,0.68,0.81,0.73,0.43,0.83,0.66,0.13,0.64,0.65,0.63,0.88,0.91,0.67,0.58,0.56,0.6,0.67,0.64,0.13,0.57,0.5,0.6,0.56,0.49,0.47,0.53,0.51,0.52,0.44,0.44,0.44,0.47,0.43,0.54,0.43,0.42,0.49,0.37,0.44,0.43,0.35,0.3,0.06,0.4,0.0,0.32,0.35,0.33,0.36,0.4,0.4,0.35,0.31,0.3,0.31,0.32,0.34,0.31,0.27,0.31,0.31,0.24,0.28,0.27,0.29,0.24,0.28,0.21,0.21,0.0,0.28,0.12,0.09,0.0,0.03,0.62,0.0,0.36,0.0,0.0,0.0,2.37,0.0,0.0,99.99
09/07/2021,5.32,4.02,2.9,2.28,2.75,1.51,2.8,1.92,1.7,1.68,1.9,2.27,1.44,1.53,1.39,1.27,1.29,0.6,1.23,1.38,1.01,1.08,1.02,1.13,1.01,1.14,1.09,0.97,1.05,1.22,1.01,0.94,0.85,0.79,0.96,0.92,1.5,0.97,0.31,1.17,0.86,0.73,0.74,0.59,0.77,0.77,0.68,0.81,0.73,0.43,0.83,0.66,0.13,0.64,0.65,0.63,0.88,0.91,0.67,0.58,0.56,0.6,0.67,0.64,0.13,0.57,0.5,0.6,0.56,0.49,0.47,0.53,0.51,0.52,0.44,0.44,0.44,0.47,0.43,0.54,0.43,0.42,0.49,0.37,0.44,0.43,0.35,0.3,0.06,0.4,0.0,0.32,0.35,0.33,0.36,0.4,0.4,0.35,0.31,0.3,0.31,0.32,0.34,0.31,0.27,0.31,0.31,0.24,0.28,0.27,0.29,0.24,0.28,0.21,0.21,0.0,0.28,0.12,0.09,0.0,0.03,0.62,0.0,0.36,0.0,2.37,0.0,0.0,0.0,0.0,99.99
09/08/2021,5.32,4.02,2.9,2.28,2.75,1.51,2.8,1.92,1.7,1.68,1.9,2.27,1.44,1.53,1.39,1.27,1.29,0.6,1.23,1.38,1.01,1.08,1.02,1.13,1.01,1.14,1.09,0.97,1.05,1.22,1.01,0.94,0.85,0.79,0.96,0.92,1.5,0.97,0.31,1.17,0.86,0.73,0.74,0.59,0.77,0.77,0.68,0.81,0.73,0.43,0.83,0.66,0.13,0.64,0.65,0.63,0.88,0.91,0.67,0.58,0.56,0.6,0.67,0.64,0.13,0.57,0.5,0.6,0.56,0.49,0.47,0.53,0.51,0.52,0.44,0.44,0.44,0.47,0.43,0.54,0.43,0.42,0.49,0.37,0.44,0.43,0.35,0.3,0.06,0.4,0.0,0.32,0.35,0.33,0.36,0.4,0.4,0.35,0.31,0.3,0.31,0.32,0.34,0.31,0.27,0.31,0.31,0.24,0.28,0.27,0.29,0.24,0.28,0.21,0.21,0.0,0.28,0.12,0.09,0.0,0.03,0.62,0.0,0.36,0.0,2.37,0.0,0.0,0.0,0.0,99.99
09/09/2021,5.32,4.02,2.9,2.28,2.75,1.51,2.8,1.92,1.7,1.68,1.9,2.27,1.44,1.53,1.39,1.27,1.29,0.6,1.23,1.38,1.01,1.08,1.02,1.13,1.01,1.14,1.09,0.97,1.05,1.22,1.01,0.94,0.85,0.79,0.96,0.92,1.5,0.97,0.31,1.17,0.86,0.73,0.74,0.59,0.77,0.77,0.68,0.81,0.73,0.43,0.83,0.66,0.13,0.64,0.65,0.63,0.88,0.91,0.67,0.58,0.56,0.6,0.67,0.64,0.13,0.57,0.5,0.6,0.56,0.49,0.47,0.53,0.51,0.52,0.44,0.44,0.44,0.47,0.43,0.54,0.43,0.42,0.49,0.37,0.44,0.43,0.35,0.3,0.06,0.4,0.0,0.32,0.35,0.33,0.36,0.4,0.4,0.35,0.31,0.3,0.31,0.32,0.34,0.31,0.27,0.31,0.31,0.24,0.28,0.27,0.29,0.24,0.28,0.21,0.21,0.0,0.28,0.12,0.09,0.0,0.03,0.62,0.0,0.36,0.0,2.37,0.0,0.0,0.0,0.0,99.99
09/10/2021,5.32,4.02,2.9,2.28,2.75,1.51,2.8,1.92,1.7,1.68,1.9,2.27,1.44,1.53,1.39,1.27,1.29,0.6,1.23,1.38,1.01,1.08,1.02,1.13,1.01,1.14,1.09,0.97,1.05,1.22,1.01,0.94,0.85,0.79,0.96,0.92,1.5,0.97,0.31,1.17,0.86,0.73,0.74,0.59,0.77,0.77,0.68,0.81,0.73,0.43,0.83,0.66,0.13,0.64,0.65,0.63,0.88,0.91,0.67,0.58,0.56,0.6,0.67,0.64,0.13,0.57,0.5,0.6,0.56,0.49,0.47,0.53,0.51,0.52,0.44,0.44,0.44,0.47,0.43,0.54,0.43,0.42,0.49,0.37,0.44,0.43,0.35,0.3,0.06,0.4,0.0,0.32,0.35,0.33,0.36,0.4,0.4,0.35,0.31,0.3,0.31,0.32,0.34,0.31,0.27,0.31,0.31,0.24,0.28,0.27,0.29,0.24,0.28,0.21,0.21,0.0,0.28,0.12,0.09,0.0,0.03,0.62,0.0,0.36,0.0,2.37,0.0,0.0,0.0,0.0,99.99
09/13/2021,5.32,4.02,2.9,2.28,2.75,1.51,2.8,1.92,1.7,1.68,1.9,2.27,1.44,1.53,1.39,1.27,1.29,0.6,1.23,1.38,1.01,1.08,1.02,1.13,1.01,1.14,1.09,0.97,1.05,1.22,1.01,0.94,0.85,0.79,0.96,0.92,1.5,0.97,0.31,1.17,0.86,0.73,0.74,0.59,0.77,0.77,0.68,0.81,0.73,0.43,0.83,0.66,0.13,0.64,0.65,0.63,0.88,0.91,0.67,0.58,0.56,0.6,0.67,0.64,0.13,0.57,0.5,0.6,0.56,0.49,0.47,0.53,0.51,0.52,0.44,0.44,0.44,0.47,0.43,0.54,0.43,0.42,0.49,0.37,0.44,0.43,0.35,0.3,0.06,0.4,0.0,0.32,0.35,0.33,0.36,0.4,0.4,0.35,0.31,0.3,0.31,0.32,0.34,0.31,0.27,0.31,0.31,0.24,0.28,0.27,0.29,0.24,0.28,0.21,0.21,0.0,0.28,0.12,0.09,0.0,0.03,0.62,0.0,0.36,0.0,2.37,0.0,0.0,0.0,0.0,99.99
09/14/2021,5.32,4.02,2.9,2.28,2.75,1.51,2.8,1.92,1.7,1.68,1.9,2.27,1.44,1.53,1.39,1.27,1.29,0.6,1.23,1.38,1.01,1.08,1.02,1.13,1.01,1.14,1.09,0.97,1.05,1.22,1.01,0.94,0.85,0.79,0.96,0.92,1.5,0.97,0.31,1.17,0.86,0.73,0.74,0.59,0.77,0.77,0.68,0.81,0.73,0.43,0.83,0.66,0.13,0.64,0.65,0.63,0.88,0.91,0.67,0.58,0.56,0.6,0.67,0.64,0.13,0.57,0.5,0.6,0.56,0.49,0.47,0.53,0.51,0.52,0.44,0.44,0.44,0.47,0.43,0.54,0.43,0.42,0.49,0.37,0.44,0.43,0.35,0.3,0.06,0.4,0.0,0.32,0.35,0.33,0.36,0.4,0.4,0.35,0.31,0.3,0.31,0.32,0.34,0.31,0.27,0.31,0.31,0.24,0.28,0.27,0.29,0.24,0.28,0.21,0.21,0.0,0.28,0.12,0.09,0.0,0.03,0.62,0.0,0.36,0.0,2.37,0.0,0.0,0.0,0.0,99.99
09/15/2021,5.32,4.02,2.9,2.28,2.75,1.51,2.8,1.92,1.7,1.68,1.9,2.27,1.44,1.53,1.39,1.27,1.29,0.6,1.23,1.38,1.01,1.08,1.02,1.13,1.01,1.14,1.09,0.97,1.05,1.22,1.01,0.94,0.85,0.79,0.96,0.92,1.5,0.97,0.31,1.17,0.86,0.73,0.74,0.59,0.77,0.77,0.68,0.81,0.73,0.43,0.83,0.66,0.13,0.64,0.65,0.63,0.88,0.91,0.67,0.58,0.56,0.6,0.67,0.64,0.13,0.57,0.5,0.6,0.56,0.49,0.47,0.53,0.51,0.52,0.44,0.44,0.44,0.47,0.43,0.54,0.43,0.42,0.49,0.37,0.44,0.43,0.35,0.3,0.06,0.4,0.0,0.32,0.35,0.33,0.36,0.4,0.4,0.35,0.31,0.3,0.31,0.32,0.34,0.31,0.27,0.31,0.31,0.24,0.28,0.27,0.29,0.24,0.28,0.21,0.21,0.0,0.28,0.12,0.09,0.0,0.03,0.62,0.0,0.36,0.0,2.37,0.0,0.0,0.0,0.0,99.99
09/16/2021,5.32,4.02,2.9,2.28,2.75,1.51,2.8,1.92,1.7,1.68,1.9,2.27,1.44,1.53,1.39,1.27,1.29,0.6,1.23,1.38,1.01,1.08,1.02,1.13,1.01,1.14,1.09,0.97,1.05,1.22,1.01,0.94,0.85,0.79,0.96,0.92,1.5,0.97,0.31,1.17,0.86,0.73,0.74,0.59,0.77,0.77,0.68,0.81,0.73,0.43,0.83,0.66,0.13,0.64,0.65,0.63,0.88,0.91,0.67,0.58,0.56,0.6,0.67,0.64,0.13,0.57,0.5,0.6,0.56,0.49,0.47,0.53,0.51,0.52,0.44,0.44,0.44,0.47,0.43,0.54,0.43,0.42,0.49,0.37,0.44,0.43,0.35,0.3,0.06,0.4,0.0,0.32,0.35,0.33,0.36,0.4,0.4,0.35,0.31,0.3,0.31,0.32,0.34,0.31,0.27,0.31,0.31,0.24,0.28,0.27,0.29,0.24,0.28,0.21,0.21,0.0,0.28,0.12,0.09,0.0,0.03,0.62,0.0,0.36,0.0,2.37,0.0,0.0,0.0,0.0,99.99
09/17/2021,5.32,4.02,2.9,2.28,2.75,1.51,2.8,1.92,1.7,1.68,1.9,2.27,1.44,1.53,1.39,1.27,1.29,0.6,1.23,1.38,1.01,1.08,1.02,1.13,1.01,1.14,1.09,0.97,1.05,1.22,1.01,0.94,0.85,0.79,0.96,0.92,1.5,0.97,0.31,1.17,0.86,0.73,0.74,0.59,0.77,0.77,0.68,0.81,0.73,0.43,0.83,0.66,0.13,0.64,0.65,0.63,0.88,0.91,0.67,0.58,0.56,0.6,0.67,0.64,0.13,0.57,0.5,0.6,0.56,0.49,0.47,0.53,0.51,0.52,0.44,0.44,0.44,0.47,0.43,0.54,0.43,0.42,0.49,0.37,0.44,0.43,0.35,0.3,0.06,0.4,0.0,0.32,0.35,0.33,0.36,0.4,0.4,0.35,0.31,0.3,0.31,0.32,0.34,0.31,0.27,0.31,0.31,0.24,0.28,0.27,0.29,0.24,0.28,0.21,0.21,0.0,0.28,0.12,0.09,0.0,0.03,0.62,0.0,0.36,0.0,2.37,0.0,0.0,0.0,0.0,99.99
