,BRK.B,JPM,DIS,BAC,JNJ,XOM,VZ,INTC,CSCO,PFE,T,CVX,WMT,UNH,WFC,PG,MDT,V,PM,HON,CMCSA,C,KO,MS,RTX,BA,GS,IBM,PEP,MMM,GE,AXP,CVS,SCHW,MA,MCD,MRK,HD,ANTM,FIS,PLD,MU,MDLZ,ABT,MO,GILD,ACN,NEE,TXN,COST,TJX,COP,CI,PNC,UNP,DUK,USB,CME,NKE,TFC,GM,LLY,CB,BDX,BMY,AMGN,COF,ORCL,SO,LIN,CAT,BSX,AVGO,AMT,D,ETN,DHR,HCA,BKNG,F,GPN,SBUX,NOC,ABBV,NXPI,LMT,EOG,JCI,UPS,MET,EXC,SYK,ADP,ROST,SLB,CNC,DLR,GD,AEP,SRE,SPG,TGT,DD,BAX,STZ,ALL,PRU,LOW,BK,PPG,AIG,PXD,PSX,MMC,NSC,IFF,MAR,BLK,TRV,SYY,MPC,DFS,CSX,ADI,WELL,KMI,ITW,XEL,HPQ,GIS,ZBH,AFL,WM,ISRG,WBA,EMR,ILMN,CCI,APD,CL,SWK,ADM,EL,CTVA,WMB,PEG,ATVI,PCAR,VLO,ICE,EQIX,LUV,KR,STT,EW,AMP,CBRE,WEC,WLTW,AVB,MCK,LEN,TMUS,PSA,EQR,DE,LH,KMB,DAL,HUM,ECL,NUE,ES,TEL,ZTS,ED,OKE,WY,ARE,O,OXY,SYF,KHC,LYB,VIAC,FDX,FITB,VFC,AON,DOW,IP,FTV,NTRS,RSG,BIIB,TT,KMX,TSN,DOV,HIG,ROP,USD,HLT,PPL,NEM,DLTR,XTSLA,MLM,DTE,SHW,ESS,MAA,MRNA,AEE,EIX,FISV,VTR,GE.,YUM,ETR,ANSGR.IS,HBAN,MSI,IR,DVN,n/a,HAL,PYPL,CRM,CHTR,PGR,DG,CARR,CTSH,SPGI,PH,EA,MTCH,AWK,AME,FCX,CMI,BLL,GLW,INFO,CERN,APTV,MCHP,CHD,EXPE,LHX,WTW,BKR,MKC,VRTX,QRVO,DPZ,ZION,KEY,SUM
09/01/2021,3.08,2.79,1.85,1.81,1.55,1.34,1.28,1.23,1.41,1.48,1.1,1.08,1.14,1.07,1.17,1.03,1.02,0.89,0.9,0.91,0.86,0.85,0.79,0.89,0.73,0.69,0.81,0.71,0.7,0.64,0.66,0.62,0.62,0.64,0.56,0.6,0.57,0.55,0.52,0.45,0.55,0.47,0.49,0.51,0.52,0.51,0.53,0.53,0.47,0.53,0.5,0.43,0.41,0.47,0.43,0.46,0.45,0.41,0.44,0.44,0.36,0.46,0.47,0.41,0.4,0.36,0.45,0.41,0.4,0.39,0.35,0.36,0.37,0.36,0.36,0.38,0.37,0.37,0.33,0.3,0.27,0.32,0.31,0.31,0.34,0.27,0.23,0.3,0.24,0.26,0.27,0.26,0.26,0.24,0.23,0.21,0.26,0.26,0.25,0.23,0.25,0.24,0.23,0.21,0.2,0.23,0.24,0.24,0.26,0.22,0.27,0.2,0.18,0.23,0.2,0.21,0.21,0.23,0.23,0.23,0.22,0.23,0.21,0.29,0.2,0.18,0.21,0.21,0.2,0.2,0.18,0.2,0.21,0.21,0.2,0.21,0.19,0.19,0.18,0.18,0.18,0.19,0.2,0.18,0.17,0.18,0.15,0.16,0.16,0.17,0.18,0.17,0.2,0.19,0.18,0.18,0.18,0.17,0.16,0.18,0.18,0.17,0.14,0.16,0.16,0.17,0.17,0.16,0.15,0.14,0.17,0.2,0.18,0.18,0.15,0.15,0.14,0.15,0.16,0.15,0.0,0.16,0.0,0.15,0.14,0.0,0.16,0.14,0.18,0.14,0.0,0.14,0.14,0.15,0.14,0.14,0.0,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.50999999999999
09/02/2021,3.08,2.76,1.86,1.79,1.56,1.33,1.29,1.24,1.42,1.49,1.11,1.08,1.15,1.08,1.14,1.03,1.02,0.89,0.91,0.92,0.87,0.84,0.81,0.88,0.73,0.68,0.8,0.71,0.71,0.65,0.66,0.61,0.63,0.63,0.56,0.6,0.57,0.55,0.52,0.45,0.56,0.47,0.5,0.52,0.52,0.51,0.54,0.53,0.47,0.54,0.5,0.43,0.4,0.46,0.43,0.46,0.44,0.41,0.44,0.43,0.36,0.46,0.47,0.41,0.41,0.37,0.42,0.42,0.4,0.39,0.35,0.36,0.37,0.37,0.36,0.39,0.38,0.38,0.33,0.29,0.27,0.32,0.31,0.31,0.34,0.27,0.22,0.31,0.24,0.26,0.27,0.26,0.26,0.24,0.22,0.21,0.26,0.26,0.25,0.24,0.25,0.24,0.22,0.22,0.2,0.23,0.24,0.24,0.25,0.22,0.26,0.2,0.18,0.23,0.2,0.21,0.2,0.23,0.23,0.23,0.21,0.22,0.21,0.29,0.2,0.18,0.21,0.21,0.2,0.2,0.18,0.2,0.21,0.21,0.2,0.22,0.19,0.19,0.18,0.18,0.18,0.19,0.2,0.18,0.17,0.18,0.15,0.16,0.15,0.18,0.18,0.17,0.2,0.18,0.18,0.18,0.18,0.17,0.16,0.18,0.18,0.17,0.14,0.16,0.16,0.17,0.17,0.16,0.15,0.14,0.17,0.21,0.18,0.18,0.15,0.15,0.0,0.15,0.16,0.15,0.0,0.15,0.0,0.15,0.14,0.0,0.15,0.14,0.18,0.14,0.0,0.14,0.14,0.15,0.14,0.15,0.0,0.0,0.14,0.14,0.0,0.15,0.13,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.50999999999999
09/03/2021,3.08,2.75,1.87,1.79,1.55,1.31,1.29,1.24,1.41,1.47,1.11,1.06,1.16,1.07,1.07,1.03,1.02,0.88,0.91,0.92,0.89,0.84,0.81,0.88,0.73,0.69,0.8,0.71,0.71,0.64,0.66,0.61,0.65,0.62,0.55,0.6,0.57,0.55,0.52,0.45,0.57,0.47,0.5,0.52,0.53,0.52,0.54,0.53,0.47,0.54,0.5,0.43,0.41,0.46,0.43,0.46,0.44,0.41,0.43,0.44,0.36,0.46,0.47,0.42,0.41,0.37,0.43,0.41,0.4,0.39,0.35,0.36,0.37,0.37,0.36,0.38,0.37,0.38,0.33,0.29,0.27,0.33,0.31,0.32,0.32,0.27,0.22,0.31,0.24,0.26,0.27,0.26,0.26,0.24,0.22,0.21,0.26,0.26,0.25,0.24,0.25,0.24,0.22,0.22,0.2,0.23,0.24,0.24,0.25,0.21,0.27,0.2,0.18,0.23,0.2,0.21,0.2,0.23,0.23,0.23,0.21,0.22,0.2,0.28,0.21,0.18,0.21,0.21,0.2,0.2,0.18,0.2,0.21,0.21,0.21,0.22,0.19,0.19,0.18,0.18,0.18,0.19,0.2,0.18,0.17,0.18,0.15,0.16,0.15,0.18,0.18,0.17,0.2,0.18,0.18,0.18,0.18,0.17,0.16,0.18,0.18,0.17,0.14,0.16,0.16,0.17,0.17,0.16,0.15,0.14,0.17,0.2,0.18,0.17,0.15,0.15,0.0,0.15,0.16,0.15,0.0,0.15,0.0,0.15,0.14,0.0,0.16,0.14,0.18,0.14,0.0,0.14,0.14,0.15,0.14,0.15,0.0,0.0,0.14,0.14,0.0,0.17,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.13,0.27,0.0,0.13,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.41
09/06/2021,3.06,2.75,1.87,1.75,1.56,1.32,1.3,1.23,1.42,1.48,1.12,1.07,1.15,1.09,1.04,1.04,1.03,0.86,0.93,0.91,0.9,0.84,0.81,0.88,0.72,0.69,0.8,0.71,0.71,0.64,0.66,0.6,0.65,0.62,0.54,0.61,0.57,0.55,0.53,0.45,0.58,0.47,0.49,0.53,0.53,0.51,0.54,0.55,0.47,0.54,0.49,0.43,0.42,0.46,0.43,0.46,0.43,0.4,0.43,0.43,0.35,0.46,0.47,0.42,0.4,0.37,0.41,0.42,0.4,0.39,0.35,0.36,0.36,0.38,0.36,0.38,0.38,0.38,0.33,0.29,0.26,0.33,0.31,0.29,0.31,0.27,0.23,0.3,0.24,0.26,0.28,0.26,0.26,0.24,0.23,0.21,0.27,0.26,0.26,0.24,0.25,0.23,0.22,0.23,0.2,0.23,0.23,0.24,0.25,0.21,0.27,0.2,0.17,0.23,0.2,0.21,0.2,0.23,0.23,0.23,0.21,0.21,0.2,0.28,0.21,0.18,0.21,0.21,0.2,0.2,0.18,0.2,0.21,0.21,0.21,0.22,0.19,0.19,0.18,0.18,0.18,0.19,0.2,0.19,0.17,0.18,0.15,0.17,0.15,0.18,0.19,0.17,0.2,0.18,0.18,0.18,0.19,0.17,0.17,0.18,0.19,0.17,0.14,0.16,0.17,0.17,0.17,0.17,0.15,0.15,0.17,0.2,0.18,0.18,0.15,0.15,0.13,0.16,0.16,0.15,0.13,0.15,0.0,0.14,0.14,0.0,0.15,0.14,0.18,0.0,0.0,0.14,0.14,0.15,0.0,0.15,0.0,0.0,0.14,0.14,0.0,0.19,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.13,0.29,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.44
09/07/2021,3.03,2.74,1.87,1.76,1.57,1.32,1.3,1.23,1.42,1.49,1.12,1.07,1.16,1.09,1.04,1.04,1.03,0.87,0.94,0.9,0.9,0.84,0.81,0.88,0.72,0.68,0.79,0.71,0.72,0.64,0.65,0.59,0.65,0.61,0.54,0.61,0.58,0.56,0.53,0.44,0.58,0.47,0.49,0.53,0.54,0.51,0.55,0.54,0.47,0.55,0.49,0.43,0.42,0.46,0.42,0.46,0.43,0.4,0.43,0.43,0.35,0.46,0.47,0.43,0.4,0.37,0.4,0.42,0.4,0.39,0.35,0.36,0.37,0.38,0.36,0.38,0.38,0.38,0.33,0.29,0.26,0.33,0.31,0.29,0.32,0.27,0.23,0.31,0.24,0.26,0.28,0.26,0.26,0.23,0.22,0.21,0.27,0.26,0.26,0.24,0.25,0.23,0.22,0.24,0.2,0.23,0.24,0.24,0.25,0.21,0.27,0.2,0.17,0.24,0.2,0.21,0.2,0.23,0.23,0.22,0.21,0.21,0.2,0.28,0.21,0.18,0.21,0.21,0.2,0.2,0.17,0.2,0.21,0.22,0.21,0.22,0.19,0.19,0.18,0.18,0.18,0.19,0.2,0.19,0.17,0.18,0.15,0.17,0.15,0.18,0.19,0.16,0.2,0.18,0.18,0.18,0.19,0.17,0.17,0.18,0.19,0.16,0.14,0.16,0.17,0.17,0.17,0.17,0.15,0.15,0.17,0.19,0.18,0.17,0.15,0.15,0.0,0.16,0.16,0.15,0.0,0.15,0.0,0.14,0.14,0.0,0.15,0.14,0.18,0.0,0.0,0.15,0.14,0.15,0.0,0.15,0.0,0.0,0.14,0.14,0.0,0.18,0.0,0.13,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.13,0.3,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.44999999999999
09/08/2021,3.03,2.74,1.87,1.76,1.57,1.32,1.3,1.23,1.42,1.49,1.12,1.07,1.16,1.09,1.04,1.04,1.03,0.87,0.94,0.9,0.9,0.84,0.81,0.88,0.72,0.68,0.79,0.71,0.72,0.64,0.65,0.59,0.65,0.61,0.54,0.61,0.58,0.56,0.53,0.44,0.58,0.47,0.49,0.53,0.54,0.51,0.55,0.54,0.47,0.55,0.49,0.43,0.42,0.46,0.42,0.46,0.43,0.4,0.43,0.43,0.35,0.46,0.47,0.43,0.4,0.37,0.4,0.42,0.4,0.39,0.35,0.36,0.37,0.38,0.36,0.38,0.38,0.38,0.33,0.29,0.26,0.33,0.31,0.29,0.32,0.27,0.23,0.31,0.24,0.26,0.28,0.26,0.26,0.23,0.22,0.21,0.27,0.26,0.26,0.24,0.25,0.23,0.22,0.24,0.2,0.23,0.24,0.24,0.25,0.21,0.27,0.2,0.17,0.24,0.2,0.21,0.2,0.23,0.23,0.22,0.21,0.21,0.2,0.28,0.21,0.18,0.21,0.21,0.2,0.2,0.17,0.2,0.21,0.22,0.21,0.22,0.19,0.19,0.18,0.18,0.18,0.19,0.2,0.19,0.17,0.18,0.15,0.17,0.15,0.18,0.19,0.16,0.2,0.18,0.18,0.18,0.19,0.17,0.17,0.18,0.19,0.16,0.14,0.16,0.17,0.17,0.17,0.17,0.15,0.15,0.17,0.19,0.18,0.17,0.15,0.15,0.0,0.16,0.16,0.15,0.0,0.15,0.0,0.14,0.14,0.0,0.15,0.14,0.18,0.0,0.0,0.15,0.14,0.15,0.0,0.15,0.0,0.0,0.14,0.14,0.0,0.18,0.0,0.13,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.13,0.3,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.44999999999999
09/09/2021,3.04,2.75,1.87,1.76,1.57,1.32,1.31,1.23,1.42,1.49,1.12,1.07,1.17,1.09,1.04,1.04,1.03,0.87,0.94,0.9,0.9,0.84,0.81,0.88,0.72,0.68,0.8,0.71,0.72,0.64,0.65,0.59,0.66,0.62,0.54,0.61,0.58,0.56,0.53,0.44,0.59,0.47,0.49,0.53,0.54,0.51,0.55,0.55,0.47,0.55,0.49,0.43,0.42,0.46,0.42,0.46,0.43,0.4,0.43,0.43,0.35,0.46,0.47,0.43,0.4,0.37,0.4,0.42,0.4,0.39,0.35,0.36,0.37,0.38,0.36,0.38,0.38,0.38,0.33,0.29,0.27,0.33,0.31,0.29,0.32,0.27,0.23,0.31,0.24,0.26,0.28,0.26,0.26,0.23,0.22,0.21,0.27,0.26,0.26,0.24,0.25,0.23,0.22,0.24,0.2,0.23,0.24,0.24,0.25,0.21,0.27,0.2,0.17,0.24,0.2,0.21,0.2,0.23,0.23,0.22,0.21,0.21,0.2,0.28,0.21,0.18,0.21,0.21,0.2,0.2,0.17,0.2,0.21,0.22,0.21,0.22,0.19,0.2,0.18,0.18,0.18,0.19,0.2,0.19,0.17,0.18,0.15,0.17,0.15,0.18,0.19,0.16,0.2,0.18,0.18,0.18,0.19,0.17,0.17,0.18,0.19,0.17,0.14,0.16,0.17,0.17,0.17,0.17,0.15,0.15,0.17,0.19,0.18,0.17,0.15,0.15,0.14,0.16,0.16,0.15,0.0,0.15,0.0,0.14,0.14,0.0,0.15,0.14,0.18,0.0,0.0,0.15,0.14,0.15,0.0,0.15,0.0,0.0,0.14,0.14,0.0,0.18,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.3,0.13,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.58
09/10/2021,3.03,2.76,1.92,1.78,1.56,1.32,1.3,1.24,1.42,1.5,1.12,1.07,1.16,1.09,1.05,1.05,1.04,0.88,0.95,0.89,0.89,0.84,0.8,0.89,0.72,0.67,0.8,0.71,0.71,0.62,0.65,0.59,0.65,0.62,0.55,0.61,0.57,0.56,0.53,0.45,0.58,0.47,0.48,0.54,0.54,0.51,0.55,0.54,0.47,0.55,0.48,0.43,0.43,0.47,0.42,0.45,0.43,0.4,0.43,0.43,0.36,0.45,0.47,0.43,0.4,0.36,0.41,0.42,0.4,0.39,0.35,0.37,0.37,0.38,0.35,0.37,0.38,0.38,0.34,0.29,0.27,0.33,0.31,0.29,0.32,0.26,0.23,0.3,0.24,0.26,0.28,0.27,0.26,0.23,0.22,0.21,0.27,0.27,0.25,0.24,0.25,0.23,0.22,0.24,0.2,0.23,0.24,0.24,0.25,0.2,0.27,0.2,0.17,0.23,0.2,0.21,0.2,0.22,0.23,0.23,0.21,0.21,0.2,0.29,0.2,0.18,0.2,0.21,0.2,0.2,0.17,0.2,0.21,0.22,0.21,0.21,0.19,0.19,0.18,0.18,0.17,0.19,0.2,0.19,0.17,0.18,0.14,0.16,0.15,0.18,0.19,0.16,0.2,0.18,0.19,0.18,0.19,0.17,0.17,0.18,0.19,0.16,0.14,0.16,0.16,0.17,0.17,0.17,0.15,0.15,0.18,0.2,0.18,0.17,0.15,0.15,0.0,0.16,0.16,0.15,0.0,0.14,0.0,0.14,0.14,0.0,0.16,0.0,0.18,0.0,0.0,0.14,0.14,0.15,0.0,0.14,0.0,0.0,0.14,0.14,0.0,0.15,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.13,0.0,0.13,0.32,0.13,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.51
09/13/2021,3.04,2.77,1.94,1.77,1.53,1.32,1.3,1.24,1.42,1.48,1.13,1.07,1.16,1.08,1.05,1.05,1.03,0.89,0.92,0.89,0.88,0.84,0.81,0.89,0.73,0.68,0.79,0.71,0.72,0.62,0.65,0.6,0.65,0.62,0.57,0.61,0.56,0.57,0.52,0.45,0.57,0.47,0.49,0.54,0.54,0.51,0.55,0.55,0.47,0.56,0.48,0.43,0.42,0.47,0.42,0.46,0.43,0.4,0.43,0.43,0.36,0.43,0.47,0.44,0.39,0.36,0.4,0.42,0.41,0.39,0.34,0.37,0.37,0.38,0.36,0.37,0.38,0.39,0.34,0.29,0.29,0.34,0.31,0.28,0.32,0.26,0.23,0.31,0.24,0.26,0.28,0.27,0.26,0.23,0.21,0.21,0.26,0.27,0.26,0.24,0.25,0.24,0.22,0.24,0.21,0.23,0.24,0.24,0.25,0.21,0.27,0.2,0.17,0.24,0.2,0.22,0.21,0.23,0.23,0.23,0.21,0.21,0.2,0.3,0.21,0.18,0.2,0.21,0.2,0.2,0.17,0.2,0.21,0.22,0.21,0.21,0.19,0.19,0.18,0.18,0.18,0.19,0.2,0.18,0.17,0.18,0.14,0.17,0.15,0.18,0.18,0.17,0.2,0.18,0.19,0.18,0.19,0.17,0.18,0.18,0.19,0.16,0.14,0.16,0.16,0.16,0.17,0.17,0.15,0.15,0.18,0.19,0.18,0.17,0.15,0.15,0.0,0.15,0.16,0.15,0.0,0.15,0.14,0.14,0.14,0.0,0.16,0.0,0.18,0.0,0.0,0.15,0.14,0.15,0.0,0.14,0.0,0.13,0.14,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.19,0.0,0.0,0.13,0.0,0.13,0.34,0.0,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.62999999999998
09/14/2021,3.05,2.76,1.94,1.76,1.53,1.32,1.3,1.26,1.41,1.48,1.12,1.08,1.16,1.06,1.06,1.06,1.02,0.88,0.93,0.89,0.88,0.83,0.81,0.89,0.73,0.67,0.79,0.71,0.72,0.62,0.65,0.6,0.64,0.62,0.56,0.62,0.56,0.57,0.51,0.44,0.57,0.48,0.49,0.54,0.54,0.52,0.55,0.55,0.48,0.56,0.48,0.44,0.41,0.47,0.42,0.46,0.43,0.39,0.44,0.43,0.37,0.43,0.47,0.44,0.39,0.36,0.41,0.43,0.41,0.39,0.34,0.37,0.38,0.38,0.36,0.37,0.39,0.39,0.34,0.29,0.28,0.34,0.31,0.28,0.32,0.26,0.23,0.31,0.24,0.26,0.28,0.27,0.26,0.23,0.22,0.2,0.25,0.27,0.26,0.24,0.24,0.24,0.22,0.24,0.21,0.23,0.24,0.24,0.24,0.21,0.27,0.2,0.17,0.24,0.2,0.21,0.21,0.23,0.23,0.23,0.21,0.21,0.2,0.3,0.21,0.18,0.2,0.21,0.19,0.21,0.17,0.2,0.21,0.21,0.21,0.21,0.19,0.19,0.19,0.18,0.17,0.19,0.2,0.19,0.17,0.18,0.15,0.17,0.15,0.18,0.18,0.16,0.19,0.18,0.19,0.18,0.19,0.17,0.18,0.18,0.19,0.16,0.14,0.16,0.16,0.16,0.17,0.17,0.15,0.14,0.18,0.19,0.18,0.17,0.15,0.15,0.14,0.15,0.16,0.15,0.0,0.15,0.14,0.14,0.14,0.0,0.16,0.0,0.18,0.0,0.0,0.15,0.14,0.15,0.0,0.14,0.13,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.33,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.52
09/15/2021,3.05,2.76,1.94,1.76,1.53,1.32,1.3,1.26,1.41,1.48,1.12,1.08,1.16,1.06,1.06,1.06,1.02,0.88,0.93,0.89,0.88,0.83,0.81,0.89,0.73,0.67,0.79,0.71,0.72,0.62,0.65,0.6,0.64,0.62,0.56,0.62,0.56,0.57,0.51,0.44,0.57,0.48,0.49,0.54,0.54,0.52,0.55,0.55,0.48,0.56,0.48,0.44,0.41,0.47,0.42,0.46,0.43,0.39,0.44,0.43,0.37,0.43,0.47,0.44,0.39,0.36,0.41,0.43,0.41,0.39,0.34,0.37,0.38,0.38,0.36,0.37,0.39,0.39,0.34,0.29,0.28,0.34,0.31,0.28,0.32,0.26,0.23,0.31,0.24,0.26,0.28,0.27,0.26,0.23,0.22,0.2,0.25,0.27,0.26,0.24,0.24,0.24,0.22,0.24,0.21,0.23,0.24,0.24,0.24,0.21,0.27,0.2,0.17,0.24,0.2,0.21,0.21,0.23,0.23,0.23,0.21,0.21,0.2,0.3,0.21,0.18,0.2,0.21,0.19,0.21,0.17,0.2,0.21,0.21,0.21,0.21,0.19,0.19,0.19,0.18,0.17,0.19,0.2,0.19,0.17,0.18,0.15,0.17,0.15,0.18,0.18,0.16,0.19,0.18,0.19,0.18,0.19,0.17,0.18,0.18,0.19,0.16,0.14,0.16,0.16,0.16,0.17,0.17,0.15,0.14,0.18,0.19,0.18,0.17,0.15,0.15,0.14,0.15,0.16,0.15,0.0,0.15,0.14,0.14,0.14,0.0,0.16,0.0,0.18,0.0,0.0,0.15,0.14,0.15,0.0,0.14,0.13,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.33,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.52
09/16/2021,3.05,2.78,1.93,1.78,1.51,1.35,1.3,1.28,1.41,1.44,1.13,1.09,1.15,1.08,1.09,1.07,1.01,0.87,0.92,0.89,0.89,0.84,0.81,0.89,0.73,0.68,0.8,0.71,0.72,0.62,0.66,0.6,0.64,0.62,0.56,0.62,0.55,0.57,0.52,0.44,0.56,0.48,0.49,0.53,0.53,0.51,0.55,0.54,0.48,0.55,0.48,0.45,0.41,0.47,0.41,0.45,0.44,0.39,0.42,0.43,0.37,0.43,0.47,0.43,0.39,0.36,0.41,0.42,0.4,0.39,0.34,0.36,0.38,0.38,0.36,0.36,0.38,0.39,0.34,0.29,0.28,0.34,0.3,0.28,0.32,0.26,0.24,0.31,0.24,0.26,0.28,0.26,0.25,0.23,0.23,0.21,0.25,0.26,0.25,0.24,0.25,0.24,0.22,0.23,0.21,0.23,0.24,0.24,0.24,0.21,0.27,0.21,0.17,0.24,0.19,0.21,0.21,0.22,0.23,0.23,0.22,0.22,0.19,0.31,0.21,0.18,0.2,0.21,0.2,0.21,0.17,0.2,0.21,0.21,0.2,0.21,0.19,0.19,0.19,0.18,0.17,0.2,0.2,0.18,0.17,0.18,0.14,0.17,0.16,0.18,0.18,0.17,0.19,0.18,0.18,0.18,0.19,0.17,0.18,0.18,0.19,0.16,0.14,0.16,0.16,0.16,0.17,0.17,0.15,0.15,0.17,0.19,0.17,0.17,0.15,0.15,0.14,0.15,0.16,0.15,0.13,0.15,0.14,0.14,0.14,0.0,0.16,0.0,0.18,0.0,0.0,0.15,0.14,0.15,0.0,0.14,0.13,0.0,0.14,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.31,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.44999999999999
