,WFC Z,JPM 6 PERP EE,JPM L,WFC Q,JPM 5.75 PERP DD,C V6.875 PERP K,COF-PI,JPM-PK,BAC-PM,PNC V6.125 PERP P,BAC 6 PERP GG,BAC N,COF 4.8 PERP J,WFC A,ALL H,WFC 5.5 PERP X,WFC C,BAC O,MS I,MS K,GS J,USB V6.5 PERP F,C J,MET F,WFC R,ATH-PA,TFC R,MS V7.125 PERP E,JPM 4.75 PERP GG,MS V6.875 PERP F,BAC P,BAC 5.875 PERP HH,MET E,STT D,FRC L,EQH A,GS K,SYF A,USB R,WFC 5.625 PERP Y,SBNYP,COF L,SCHW 5.95 PERP D,ATH C,TFC O,SCHW-PJ,USB P,ALL G,KEY I,COF G,NYCB A,RF C,STT G,HBAN 6.25 PERP D,ATH D,BHFAN,AIG A,RF B,AXS E,MS L,BHFAP,FITBI,KEY K,USB Q,ACGLN,FRC K,COF H,HBANP,CFG E,KEY J,ESGRP,BHFAO,ACGLP,AEL A,NTRSO,FRC J,RF E,HIG G,SNV E,SIVBP,ATH B,VOYA B,ACGLO,CFG D,FRC I,AEL B,ALL I,TCBIO,FCNCP,PUK A,WAFDP,EQH C,AHL C,PBCTP,FITBO,RNR E,AHL D,AL A,AHL E,RNR F,AGPXX,PUK,APO 6.375 PERP A,WFC 5.125 PERP O,Cash/Receivables/Payables,RNRRP,JPM 4.625 PERP LL,COF 5 PERP I,BAC 5 PERP LL,BAC 4.375 PERP NN,MS V5.85 PERP K,TFC 4.75 PERP R,EQH 5.25 PERP A,USB 4 PERP M,SBNY 5 PERP a,ATH V6.375 PERP C,NYCB V6.375 PERP A.,AXS 5.5 PERP E,KEY 5.625 PERP G,ACGL 4.55 PERP G,FRC 4.125 PERP K,HBAN 4.5 PERP H,CFG 5 PERP E,ESGR V7 PERP D,KEY 5.65 PERP F,AEL V5.95 PERP A,AEL V6.625 PERP B,TCBI 5.75 PERP B,WAFD 4.875 PERP A,PBCT V5.625 PERP A,AL V6.15 PERP A,JPM C,JPM D,C K,PNC P,BAC B,WFC X,USB M,MS E,JPM J,MS F,BAC K,WFC Y,SCHW D,HBANO,FRBSV,RNR G,FRBSP,WFPDV,SF 4.5 PERP D,FRC M,WFC D,n/a,COF J,RNR 5.75 PERP F,FRC 4 PERP M,WFC 4.25 PERP DD,JPM M,COF N,WFC 4.75 PERP Z,SF D,APO A,WFC O,JPM 4.55 PERP JJ,BAC 5.375 PERP KK,WFC 4.375 PERP CC,COF 4.375 PERP L,KEY V6.125 PERP E,FITB 4.95 PERP K,MET 4.75 PERP F,MET 5.625 PERP E,WFC V6.625 PERP R,SUM
08/09/2021,2.81,2.57,2.54,2.51,2.29,2.12,2.1,2.05,1.96,1.95,1.85,1.8,1.71,1.63,1.6,1.19,1.54,1.48,1.44,1.47,1.37,1.42,1.38,1.38,1.34,1.3,1.24,1.26,1.21,1.25,1.22,1.16,1.12,1.09,1.06,1.09,1.03,1.02,0.97,0.92,0.96,0.93,0.96,0.89,0.82,0.82,0.8,0.78,0.76,0.75,0.77,0.75,0.76,0.0,0.76,0.71,0.69,0.72,0.7,0.68,0.65,0.65,0.64,0.65,0.66,0.63,0.56,0.62,0.61,0.61,0.6,0.57,0.58,0.57,0.56,0.54,0.54,0.49,0.5,0.48,0.47,0.46,0.44,0.44,0.41,0.42,0.42,0.42,0.41,0.41,0.4,0.39,0.39,0.37,0.35,0.33,0.36,0.35,0.35,0.35,0.01,0.34,0.24,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.17,0.94,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/13/2021,2.79,2.57,2.53,2.51,2.28,2.12,2.1,2.03,1.97,1.97,1.85,1.81,1.71,1.62,1.59,1.2,1.53,1.47,1.45,1.48,1.37,1.43,1.38,1.38,1.33,1.3,1.25,1.27,1.21,1.26,1.22,1.17,1.12,1.08,1.05,1.09,1.02,1.01,0.97,0.92,0.96,0.93,0.97,0.88,0.82,0.83,0.8,0.78,0.75,0.75,0.76,0.74,0.76,0.0,0.75,0.71,0.69,0.71,0.71,0.68,0.65,0.65,0.64,0.65,0.66,0.63,0.56,0.62,0.61,0.6,0.6,0.57,0.58,0.57,0.56,0.54,0.54,0.49,0.5,0.49,0.46,0.46,0.44,0.44,0.41,0.43,0.42,0.41,0.42,0.41,0.39,0.39,0.39,0.37,0.35,0.34,0.35,0.35,0.35,0.35,0.04,0.34,0.24,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.17,0.94,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/16/2021,2.79,2.57,2.53,2.52,2.28,2.12,2.1,2.04,1.96,1.97,1.85,1.8,1.7,1.63,1.57,1.2,1.54,1.47,1.45,1.49,1.38,1.43,1.38,1.38,1.34,1.31,1.23,1.27,1.2,1.26,1.22,1.17,1.12,1.09,1.05,1.08,1.03,1.01,0.97,0.92,0.96,0.94,0.97,0.88,0.81,0.82,0.8,0.78,0.75,0.75,0.77,0.74,0.76,0.0,0.75,0.7,0.69,0.72,0.71,0.68,0.65,0.65,0.64,0.65,0.66,0.63,0.56,0.62,0.61,0.6,0.6,0.57,0.58,0.56,0.56,0.54,0.53,0.49,0.49,0.48,0.47,0.46,0.44,0.44,0.41,0.42,0.42,0.42,0.42,0.41,0.4,0.39,0.39,0.37,0.35,0.0,0.35,0.35,0.35,0.35,0.38,0.34,0.24,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.17,0.94,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/19/2021,2.79,2.58,2.53,2.52,2.28,2.11,2.06,2.05,1.97,1.96,1.84,1.81,1.67,1.62,1.57,1.2,1.54,1.48,1.45,1.5,1.39,1.43,1.38,1.37,1.34,1.31,1.23,1.27,1.21,1.26,1.22,1.16,1.12,1.09,1.05,1.09,1.02,1.0,0.97,0.92,0.96,0.92,0.95,0.89,0.81,0.83,0.8,0.78,0.76,0.74,0.77,0.74,0.75,0.0,0.76,0.7,0.69,0.72,0.7,0.68,0.65,0.66,0.63,0.65,0.66,0.63,0.55,0.62,0.61,0.6,0.6,0.57,0.58,0.56,0.56,0.55,0.53,0.5,0.49,0.48,0.47,0.45,0.44,0.43,0.42,0.42,0.42,0.41,0.42,0.41,0.39,0.39,0.39,0.37,0.35,0.0,0.35,0.35,0.35,0.35,0.47,0.33,0.24,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.18,0.94,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/20/2021,2.78,2.58,2.54,2.5,2.28,2.11,2.07,2.05,1.97,1.96,1.84,1.8,0.0,1.62,1.58,1.2,1.54,1.48,1.45,1.49,1.39,1.43,1.38,1.38,1.34,1.31,1.23,1.27,1.21,1.25,1.22,1.16,1.12,1.09,1.05,1.09,1.02,1.01,0.97,0.92,0.96,0.92,0.95,0.89,0.81,0.83,0.8,0.78,0.76,0.74,0.77,0.74,0.75,0.0,0.76,0.7,0.69,0.72,0.71,0.68,0.65,0.65,0.63,0.65,0.66,0.63,0.55,0.62,0.61,0.6,0.6,0.57,0.58,0.56,0.56,0.55,0.54,0.5,0.49,0.48,0.47,0.45,0.44,0.43,0.41,0.42,0.42,0.41,0.42,0.41,0.4,0.39,0.39,0.37,0.35,0.0,0.35,0.35,0.35,0.0,0.47,0.34,0.24,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.18,0.94,0.49,0.0,1.67,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/23/2021,2.78,2.57,2.53,2.5,2.28,2.12,2.06,2.04,1.96,1.97,1.84,1.8,0.0,1.63,1.57,1.2,1.54,1.48,1.44,1.49,1.39,1.43,1.38,1.37,1.34,1.31,1.23,1.27,1.21,1.25,1.22,1.17,1.11,1.09,1.04,1.09,1.02,1.01,0.97,0.92,0.95,0.92,0.95,0.89,0.81,0.82,0.8,0.78,0.76,0.74,0.76,0.74,0.76,0.0,0.76,0.7,0.69,0.72,0.7,0.68,0.65,0.65,0.62,0.65,0.66,0.63,0.55,0.62,0.62,0.6,0.6,0.57,0.58,0.56,0.56,0.55,0.53,0.5,0.49,0.48,0.47,0.45,0.45,0.44,0.41,0.42,0.42,0.4,0.42,0.41,0.39,0.39,0.39,0.37,0.35,0.0,0.36,0.0,0.35,0.35,0.48,0.34,0.24,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.24,0.94,0.49,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/26/2021,2.79,2.57,2.53,2.51,2.28,2.12,2.06,2.04,1.96,1.96,1.84,1.8,1.68,1.63,1.57,1.2,1.54,1.48,1.45,1.5,1.38,1.43,1.38,1.37,1.34,1.31,1.24,1.27,1.2,1.25,1.22,1.17,1.12,1.09,1.05,1.1,1.03,1.01,0.97,0.92,0.96,0.93,0.95,0.88,0.81,0.82,0.8,0.78,0.77,0.74,0.76,0.74,0.76,0.0,0.75,0.7,0.69,0.73,0.7,0.68,0.65,0.65,0.63,0.65,0.66,0.63,0.55,0.63,0.61,0.6,0.6,0.57,0.58,0.56,0.56,0.54,0.54,0.5,0.49,0.48,0.47,0.45,0.44,0.43,0.41,0.42,0.42,0.41,0.42,0.41,0.4,0.39,0.39,0.37,0.35,0.0,0.36,0.35,0.35,0.35,0.41,0.34,0.24,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.24,0.94,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/27/2021,2.78,0.0,0.0,2.51,0.0,0.0,0.0,2.04,1.95,1.96,1.84,0.0,1.68,1.62,1.57,1.2,1.54,0.0,1.45,1.5,1.38,1.43,1.38,1.37,1.33,1.31,0.0,0.0,0.0,0.0,1.22,0.0,1.12,1.09,1.05,0.0,1.03,1.01,0.0,0.92,0.0,0.93,0.0,0.0,0.82,0.82,0.8,0.78,0.78,0.74,0.0,0.74,0.76,0.0,0.76,0.7,0.69,0.73,0.0,0.68,0.65,0.65,0.0,0.65,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.58,0.58,0.0,0.56,0.55,0.54,0.5,0.49,0.49,0.47,0.45,0.44,0.44,0.41,0.0,0.42,0.0,0.42,0.41,0.0,0.39,0.39,0.0,0.35,0.0,0.36,0.0,0.35,0.35,0.37,0.34,0.24,0.13,0.0,0.0,2.53,2.06,1.8,1.48,0.0,1.23,1.1,0.97,0.96,0.89,0.76,0.71,0.63,0.66,0.63,0.63,0.61,0.61,0.6,0.56,0.42,0.41,0.4,0.37,0.35,2.56,2.28,2.12,0.0,0.0,0.0,0.0,1.27,1.21,1.24,1.17,0.0,0.95,0.0,0.0,0.63,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.95,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
09/02/2021,2.76,2.56,2.53,2.48,2.29,2.14,2.05,2.04,1.94,1.97,1.84,1.8,1.68,1.61,1.58,1.18,1.53,1.49,1.45,1.5,1.39,1.43,1.39,1.36,1.3,1.32,1.24,1.27,1.21,1.25,1.22,1.16,1.11,1.08,1.05,1.1,1.03,1.01,0.98,0.9,0.96,0.93,0.96,0.89,0.82,0.82,0.8,0.78,0.77,0.75,0.78,0.75,0.75,0.0,0.76,0.71,0.69,0.74,0.71,0.68,0.66,0.66,0.62,0.66,0.66,0.63,0.55,0.63,0.61,0.6,0.61,0.58,0.58,0.56,0.56,0.55,0.54,0.5,0.49,0.49,0.47,0.45,0.44,0.44,0.42,0.42,0.42,0.4,0.42,0.41,0.4,0.39,0.39,0.38,0.36,0.0,0.36,0.35,0.35,0.35,0.3,0.34,0.24,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.29,0.95,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/03/2021,2.79,2.39,2.27,2.19,2.15,2.14,1.84,1.83,1.78,1.98,1.71,1.65,1.54,1.41,1.59,1.19,1.54,1.35,1.33,1.4,1.4,1.44,1.4,1.37,1.09,1.32,1.25,1.15,1.22,1.13,1.09,1.02,1.12,1.08,1.06,1.11,1.03,1.02,0.98,0.91,0.97,0.79,0.96,0.89,0.82,0.82,0.81,0.78,0.78,0.75,0.79,0.75,0.76,0.0,0.76,0.71,0.69,0.73,0.71,0.68,0.66,0.66,0.62,0.66,0.66,0.64,0.56,0.63,0.61,0.6,0.61,0.58,0.58,0.56,0.57,0.55,0.53,0.5,0.5,0.5,0.47,0.45,0.45,0.44,0.42,0.42,0.42,0.4,0.42,0.41,0.4,0.39,0.39,0.37,0.36,0.0,0.36,0.35,0.35,0.0,0.0,0.34,0.24,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.35,0.95,1.33,-0.08,0.0,0.35,0.0,0.0,2.14,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
09/06/2021,0.0,2.37,2.27,2.17,2.13,2.12,1.83,1.82,1.75,1.95,1.69,1.62,0.0,1.41,1.57,1.17,1.52,1.34,1.33,1.39,1.38,1.42,1.38,1.36,1.08,1.31,1.24,1.13,1.21,1.12,1.08,1.01,1.1,1.07,1.05,1.08,1.02,1.01,0.98,0.9,0.96,0.78,0.95,0.88,0.81,0.82,0.8,0.78,0.77,0.74,0.78,0.74,0.75,0.0,0.76,0.71,0.68,0.72,0.7,0.68,0.65,0.65,0.62,0.65,0.66,0.63,0.55,0.63,0.61,0.6,0.6,0.58,0.57,0.56,0.56,0.55,0.52,0.49,0.49,0.49,0.46,0.45,0.44,0.44,0.41,0.42,0.42,0.39,0.42,0.4,0.39,0.38,0.39,0.37,0.35,0.0,0.35,0.0,0.34,0.0,0.6,0.33,0.24,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.94,1.32,0.0,1.52,0.34,0.0,0.0,2.3,0.47,2.78,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/07/2021,2.81,0.0,2.28,2.19,0.0,0.0,1.84,1.84,1.76,0.0,0.0,1.63,0.0,1.42,1.58,0.0,1.54,1.35,1.33,1.4,1.39,0.0,1.39,1.37,1.09,1.32,1.24,0.0,0.0,0.0,1.09,0.0,1.11,1.08,1.05,1.09,1.02,1.02,0.99,0.0,0.96,0.79,0.0,0.89,0.82,0.82,0.8,0.78,0.78,0.74,0.79,0.75,0.75,0.0,0.77,0.72,0.69,0.73,0.7,0.68,0.66,0.66,0.63,0.65,0.66,0.63,0.55,0.63,0.62,0.6,0.61,0.58,0.58,0.56,0.57,0.55,0.53,0.5,0.49,0.5,0.47,0.45,0.44,0.44,0.42,0.42,0.42,0.4,0.42,0.41,0.4,0.39,0.39,0.37,0.35,0.0,0.35,0.35,0.35,0.35,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,2.14,2.14,1.96,1.7,1.18,1.43,1.14,1.22,1.13,1.01,0.9,0.95,0.0,0.0,0.63,0.0,0.0,0.0,0.95,1.32,-0.09,1.53,0.0,0.0,0.0,2.32,0.47,0.0,0.39,0.24,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/08/2021,0.0,2.38,2.28,2.19,2.14,2.14,1.84,1.84,1.76,1.96,1.7,1.63,0.0,1.42,1.58,1.18,1.54,1.35,1.33,1.4,1.39,1.43,1.39,1.37,1.09,1.32,1.24,1.14,1.22,1.13,1.09,1.01,1.11,1.08,1.05,1.09,1.02,1.02,0.99,0.9,0.96,0.79,0.95,0.89,0.82,0.82,0.8,0.78,0.78,0.74,0.79,0.75,0.75,0.0,0.77,0.72,0.69,0.73,0.7,0.68,0.66,0.66,0.63,0.65,0.66,0.63,0.55,0.63,0.62,0.6,0.61,0.58,0.58,0.56,0.57,0.55,0.53,0.5,0.49,0.5,0.47,0.45,0.44,0.44,0.42,0.42,0.42,0.4,0.42,0.41,0.4,0.39,0.39,0.37,0.35,0.0,0.35,0.0,0.35,0.0,0.0,0.34,0.24,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.95,1.32,-0.09,1.53,0.35,0.0,0.0,2.32,0.47,2.81,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/10/2021,0.0,2.38,0.0,2.18,2.14,2.13,1.83,0.0,0.0,1.96,1.7,1.63,0.0,1.43,1.58,1.18,0.0,1.35,1.33,1.4,1.38,1.43,1.39,1.37,1.09,1.32,1.25,1.14,1.22,1.13,1.09,1.01,1.1,1.07,1.05,1.09,1.02,1.03,0.98,0.9,0.96,0.0,0.96,0.89,0.82,0.82,0.8,0.78,0.0,0.74,0.79,0.75,0.75,0.0,0.77,0.72,0.69,0.73,0.7,0.68,0.66,0.66,0.62,0.65,0.0,0.63,0.55,0.63,0.62,0.6,0.61,0.58,0.58,0.56,0.57,0.55,0.52,0.49,0.49,0.49,0.47,0.45,0.44,0.44,0.41,0.42,0.42,0.4,0.42,0.4,0.4,0.39,0.39,0.37,0.0,0.0,0.35,0.0,0.34,0.0,0.0,0.33,0.24,0.13,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.95,0.0,-0.09,1.53,0.34,0.0,1.32,2.32,0.51,2.81,0.39,0.0,0.0,1.84,1.76,1.54,0.79,0.77,0.35,0.0,0.0,0.0,99.95
09/14/2021,0.0,2.39,0.0,2.2,2.15,2.14,1.84,0.0,0.0,1.96,1.7,1.62,0.0,1.43,1.58,1.18,0.0,1.35,1.33,1.39,1.38,1.43,1.39,1.38,1.09,1.32,1.25,1.14,1.21,1.14,1.09,1.02,1.11,1.07,0.97,1.09,1.02,1.03,0.99,0.91,0.96,0.0,0.96,0.89,0.82,0.82,0.81,0.78,0.0,0.75,0.78,0.75,0.75,0.0,0.77,0.71,0.69,0.72,0.71,0.68,0.65,0.65,0.62,0.65,0.0,0.63,0.55,0.64,0.61,0.6,0.61,0.58,0.58,0.56,0.57,0.55,0.53,0.49,0.5,0.49,0.47,0.45,0.45,0.44,0.41,0.42,0.42,0.4,0.42,0.41,0.4,0.39,0.39,0.37,0.35,0.0,0.35,0.0,0.35,0.0,0.0,0.33,0.24,0.13,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.95,1.32,-0.13,1.54,0.35,0.0,0.0,2.32,0.51,2.83,0.39,0.0,0.0,1.84,1.76,1.54,0.79,0.77,0.0,0.0,0.0,0.0,99.99
09/16/2021,0.0,2.4,0.0,2.21,2.14,2.13,1.84,0.0,0.0,1.96,1.7,1.62,0.0,1.44,1.59,1.18,0.0,1.35,1.33,1.39,1.37,1.43,1.39,0.0,1.1,1.32,1.25,1.14,1.22,1.13,1.09,1.02,0.0,1.07,0.97,1.1,1.02,1.03,0.99,0.91,0.96,0.0,0.96,0.89,0.82,0.82,0.8,0.78,0.0,0.75,0.79,0.75,0.75,0.0,0.77,0.71,0.69,0.71,0.71,0.68,0.65,0.66,0.62,0.65,0.0,0.63,0.55,0.63,0.62,0.6,0.61,0.58,0.58,0.56,0.57,0.55,0.53,0.49,0.5,0.5,0.47,0.45,0.44,0.44,0.41,0.42,0.42,0.4,0.42,0.4,0.4,0.39,0.39,0.37,0.35,0.0,0.35,0.0,0.35,0.0,0.0,0.33,0.24,0.13,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.95,1.33,-0.05,1.54,0.35,0.0,0.0,2.31,0.51,2.79,0.39,0.0,0.0,1.84,1.76,1.53,0.79,0.77,0.0,1.38,1.11,0.0,100.04
09/17/2021,0.0,2.4,0.0,2.21,2.15,2.13,1.84,0.0,0.0,1.97,1.7,1.63,0.0,1.43,1.59,1.18,0.0,1.35,1.34,1.39,1.37,1.44,1.38,1.38,1.1,1.31,1.26,1.15,1.22,1.13,1.09,1.02,1.11,1.07,0.97,1.09,1.02,1.02,0.99,0.91,0.96,0.0,0.96,0.88,0.82,0.82,0.81,0.78,0.0,0.75,0.79,0.74,0.75,0.0,0.76,0.71,0.69,0.7,0.71,0.69,0.65,0.66,0.62,0.66,0.0,0.63,0.55,0.63,0.62,0.6,0.61,0.58,0.57,0.56,0.56,0.55,0.53,0.49,0.49,0.5,0.46,0.45,0.44,0.44,0.42,0.42,0.42,0.4,0.42,0.4,0.4,0.39,0.38,0.37,0.35,0.0,0.35,0.34,0.34,0.35,0.0,0.34,0.24,0.13,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.95,1.33,-0.05,1.54,0.0,0.0,0.0,2.31,0.51,2.77,0.39,0.0,0.0,1.84,1.77,1.53,0.79,0.78,0.0,0.0,0.0,0.0,100.0
09/20/2021,0.0,2.4,0.0,2.23,2.15,2.14,1.85,0.0,0.0,1.96,1.69,1.63,0.0,1.44,1.61,0.0,0.0,1.35,1.34,1.39,1.38,1.43,1.38,1.38,0.0,1.31,1.26,1.14,1.21,1.13,1.09,1.02,1.11,1.07,0.97,1.1,1.02,1.03,0.99,0.91,0.95,0.0,0.96,0.89,0.82,0.83,0.8,0.79,0.0,0.74,0.78,0.74,0.75,0.0,0.76,0.72,0.69,0.7,0.7,0.68,0.65,0.66,0.63,0.65,0.0,0.63,0.55,0.63,0.61,0.6,0.61,0.57,0.57,0.56,0.56,0.55,0.53,0.49,0.5,0.49,0.46,0.45,0.44,0.44,0.41,0.42,0.43,0.4,0.42,0.41,0.4,0.39,0.38,0.37,0.35,0.0,0.35,0.35,0.34,0.35,1.59,0.34,0.24,0.0,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.94,0.0,0.0,1.56,0.0,0.0,1.33,2.32,0.51,2.54,0.39,0.0,0.0,1.84,1.77,1.38,0.79,0.78,0.0,0.0,0.0,1.1,100.01
