,FXFXX,Invitation Homes 2018-Sfr1f 1.33%,AbbVie Inc. 2.3%,General Motors Financial Company Inc 1.46%,Edison International 2.4%,Citigroup Inc. 1.26%,INVITATION HOMES TRUST 1.33%,Federal Farm Credit Banks 0.29%,Invitation Homes Tr 2017-Sfr2 1.23%,Invitation Homes 2015-Sfr3 Trust 1.15%,Occidental Petroleum Corporation 1.61%,"Goldman Sachs Group, Inc. 1.74%",Home Partners Of America Trust 0.98%,"GoldenTree Loan Management US CLO 2, Ltd. 1.34%",Dell International L.L.C. and EMC Corporation 5.45%,"Sabine Pass Liquefaction, LLC 6.25%",Wells Fargo & Company 1.42%,Bunge Limited Finance Corp. 3%,Mizuho Financial Group Inc. 1.26%,Cooperatieve Rabobank U.A. 3.95%,Sumitomo Mitsui Financial Group Inc 1.33%,Invitation Homes Tr 2017-Sfr2 0.93%,Barclays PLC 1.54%,Mizuho Financial Group Inc. 1.08%,General Motors Financial Company Inc 1.74%,General Electric Company 3.45%,General Motors Financial Company Inc 1.18%,Bayer US Finance II LLC 2.75%,INVITATION HOMES TRUST 1.48%,SYMPHONY CLO XXIV LTD 1.42%,Citizens Financial Group Inc 4.15%,Mizuho Financial Group Inc. 1%,Nissan Motor Acceptance Corporation 0.84%,"Sabine Pass Liquefaction, LLC 5.62%","Wells Fargo Bank, National Association 2.08%",NextEra Energy Capital Holdings Inc 0.42%,Carlisle Companies Incorporated 3.75%,VMware Inc 2.95%,JPMorgan Chase & Co. 1.23%,United States Treasury Notes 1.25%,Volkswagen Group of America Finance LLC 1.11%,Bayer US Finance II LLC 2.2%,Vco Clo 2018-1 Llc 1.69%,Ford Motor Credit Company LLC 1.07%,Morgan Stanley 4.88%,SMB Private Education Loan Trust 2017-B 2.82%,Glencore Finance (Canada) Limited 4.95%,Pacific Gas and Electric Company 1.37%,UBS Group Funding (Switzerland) AG 1.37%,Wec Energy Group Incorporation 0.8%,Natwest Markets plc 1.59%,Bbva Usa 2.88%,"BP Capital Markets America, Inc. 2.94%",Atmos Energy Corporation 0.62%,Lloyds Banking Group plc 3.1%,Alibaba Group Holding Ltd 3.12%,Citigroup Inc. 1.2%,Hormel Foods Corp 0.65%,Mitsubishi Hc Capital Inc 2.25%,Morgan Stanley 0.73%,BLUEMOUNTAIN CLO XXX LTD 1.57%,"ONE Gas, Inc. 0.85%",INVITATION HOMES TRUST 1.18%,ING Groep N.V. 3.15%,"Mitsubishi UFJ Financial Group, Inc. 1.18%",Sumitomo Mitsui Banking Corporation 4.85%,ELMWOOD CLO IV LTD 1.42%,Monsanto Company 2.75%,General Motors Financial Company Inc 1.13%,Invitation Homes 2015-Sfr3 Trust 0.97%,MS 4.875 11/01/22,Ford Motor Credit Company LLC 1%,General Motors Financial Company Inc 1.68%,First American Treasury Obligs X,ELMWOOD CLO IV LTD 1.37%,BLUEMOUNTAIN CLO XXX LTD 1.52%,HALSEYPOINT CLO I LTD 1.57%,Sumitomo Mitsui Financial Group Inc 1.27%,Invitation Homes 2018-Sfr1f 1.34%,"GoldenTree Loan Management US CLO 2, Ltd. 1.28%",Invitation Homes Tr 2017-Sfr2 1.24%,HALSEYPOINT CLO I LTD 1.48%,INVITATION HOMES TRUST 1.49%,Invitation Homes Tr 2017-Sfr2 0.94%,Invitation Homes 2015-Sfr3 Trust 0.99%,INVITATION HOMES TRUST 1.19%,INVITATION HOMES TRUST 1.34%,Vco Clo 2018-1 Llc 1.63%,SYMPHONY CLO XXIV LTD 1.34%,Invitation Homes Tr 2017-Sfr2 1.09%,Invitation Homes 2015-Sfr3 Trust 1.37%,Wells Fargo & Company 1.36%,JPMorgan Chase & Co. 1.17%,Humana Inc. 0.65%,T 0.375 08.15.24,T 1.625 10.31.23,IHSFR 2018-SFR1 C,PARLI 2021-2A A,MS 4.875 11.01.22,CFG 4.15 09.28.22 144A,UBS F 05.23.23 144A,TRPCN 1 10.12.24,NWG F 09.29.22 REGS,SMB 2017-B A2A,AMZN 3 04.13.25,PNC 2.875 06.29.22 BKNT,GS F 11.29.23 MTN,BACR F 05.16.24,NEE F 02.22.23,SRT 2021-C A3,CSL 3.75 11.15.22,C F 05.17.24,WFC F 10.31.23 *,IHSFR 2018-SFR4 B,IHSFR 2018-SFR4 C,BMIR 2019-2A M1C,AIGIM 2021-2A B,SPLLLC 5.625 04.15.23,MS V0.731 04.05.24,GPN 3.75 06.01.23,SUCN 2.8 05.15.23,BLUEM 2020-29A BR,PWR 0.95 10.01.24,TMO F 04.18.23,NRUC 1 10.18.24 D,PNC 3.8 07.25.23,GCAR 2021-3A A,WEC 0.8 03.15.24,TMO 1.215 10.18.24,GS V0.925 10.21.24,ATO 0.625 03.09.23,EIX 2.4 09.15.22,CGCMT 2013-GC15 A4,HRL 0.65 06.03.24,OGS 1.1 03.11.24,SONIC 2020-1A A2I,TTWO 3.3 03.28.24,APTV 2.396 02.18.25,HUM 0.65 08.03.23,LLOYDS V2.907 11.07.23 .,IHSFR 2018-SFR2 C,WBD 3.528 03.15.24 144A,QRVO 1.75 12.15.24 144A,IHSFR 2018-SFR2 A,T 0.25 03.15.24,SUM
07/23/2021,17.43,4.83,3.79,3.56,3.29,3.28,0.63,3.24,3.23,0.0,2.9,2.39,0.0,3.85,2.1,2.08,1.97,1.91,1.88,1.69,0.0,2.02,1.44,1.41,0.0,1.38,0.0,0.0,1.29,1.23,1.21,1.12,0.93,0.75,0.75,0.7,0.67,0.66,0.65,0.65,0.65,0.62,0.6,0.0,0.57,0.55,0.53,0.51,0.48,0.48,0.42,0.4,0.39,0.39,0.0,0.37,0.37,0.36,0.32,0.32,0.0,0.31,0.74,0.26,0.24,0.22,0.0,0.0,1.35,1.15,0.0,0.58,1.4,0.0,0.19,0.32,2.27,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
07/26/2021,17.43,0.0,3.78,3.55,3.27,3.27,0.0,3.22,0.0,0.0,2.89,2.38,0.0,0.0,2.09,2.08,1.96,1.91,1.87,1.69,0.0,0.0,1.43,1.41,0.0,1.39,0.0,0.0,0.0,1.23,1.2,1.11,0.93,0.75,0.74,0.7,0.67,0.66,0.65,0.65,0.65,0.62,0.0,0.0,0.57,0.55,0.52,0.5,0.48,0.48,0.42,0.4,0.39,0.39,0.0,0.37,0.37,0.36,0.32,0.32,0.0,0.31,0.0,0.26,0.24,0.22,0.0,0.0,1.35,0.0,0.0,0.58,1.39,0.0,0.19,0.32,0.0,1.67,4.81,3.84,3.22,2.26,2.13,2.01,1.15,0.74,0.63,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/27/2021,17.43,0.0,3.78,3.55,3.27,3.27,0.0,3.22,0.0,0.0,2.89,2.38,0.0,0.0,2.09,2.08,1.96,1.91,1.87,1.69,0.0,0.0,1.43,1.41,0.0,1.39,0.0,0.0,0.0,1.23,1.2,1.11,0.93,0.75,0.74,0.7,0.67,0.66,0.65,0.65,0.65,0.62,0.0,0.0,0.0,0.55,0.52,0.5,0.48,0.48,0.42,0.4,0.39,0.39,0.0,0.37,0.37,0.36,0.32,0.32,0.0,0.31,0.0,0.26,0.24,0.22,0.0,0.0,1.35,0.0,0.57,0.58,1.39,0.0,0.19,0.32,0.0,1.67,4.81,3.84,3.22,2.26,2.13,2.01,1.15,0.74,0.63,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/28/2021,0.0,0.0,3.88,3.64,0.4,3.36,0.0,3.31,0.0,0.0,2.97,2.44,0.0,0.0,2.15,2.13,2.01,1.96,1.92,1.73,0.0,0.0,1.47,1.45,0.0,1.42,0.0,0.0,0.0,0.0,1.24,1.14,0.96,0.77,0.76,0.72,0.69,0.68,0.67,0.66,0.66,0.64,0.0,0.0,0.0,0.56,0.54,0.52,0.49,0.49,0.43,0.41,0.4,0.4,0.0,0.38,0.38,0.37,0.33,0.33,0.0,0.31,0.0,0.27,0.25,0.22,0.0,0.0,1.38,0.0,0.58,0.6,1.43,16.98,0.2,0.33,0.0,1.71,4.95,3.94,3.31,2.32,2.19,2.45,1.72,0.76,0.65,0.08,1.26,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/29/2021,0.0,0.0,3.78,3.54,0.39,3.27,0.0,3.22,0.0,0.0,2.89,2.38,0.0,0.0,2.09,2.07,1.96,1.91,1.87,1.68,0.0,0.0,1.43,1.41,0.0,1.39,0.0,0.0,0.0,0.0,1.2,1.11,0.93,0.75,0.74,0.7,0.67,0.66,0.65,0.65,0.65,0.62,0.0,0.0,0.56,0.55,0.52,0.5,0.48,0.48,0.42,0.4,0.39,0.39,0.0,0.37,0.37,0.36,0.32,0.32,0.0,0.31,0.0,0.26,0.24,0.22,0.0,0.0,1.34,0.0,0.0,0.58,1.39,19.21,0.19,0.32,0.0,1.67,4.81,3.84,3.22,2.26,2.13,2.38,1.67,0.74,0.63,0.07,1.22,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/30/2021,0.0,0.0,3.78,3.54,0.39,3.27,0.0,3.22,0.0,0.0,2.89,2.38,0.0,0.0,2.09,2.07,1.96,1.91,1.87,1.68,0.0,0.0,1.43,1.41,0.0,1.39,0.0,0.0,0.0,0.0,1.2,1.11,0.93,0.75,0.74,0.7,0.67,0.66,0.65,0.65,0.65,0.62,0.0,0.0,0.56,0.55,0.52,0.5,0.48,0.48,0.42,0.4,0.39,0.39,0.0,0.37,0.37,0.36,0.32,0.32,0.0,0.31,0.0,0.26,0.24,0.22,0.0,0.0,1.34,0.0,0.0,0.58,1.39,19.21,0.19,0.32,0.0,1.67,4.81,3.84,3.22,2.26,2.13,2.38,1.67,0.74,0.63,0.07,1.22,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/02/2021,0.0,0.0,3.74,3.51,0.38,3.24,0.0,3.19,0.0,0.0,2.86,2.35,0.0,0.0,2.07,2.05,1.94,1.89,1.85,1.67,0.0,0.0,1.42,1.39,0.0,1.38,0.0,0.0,0.0,0.0,1.19,1.1,0.92,0.74,0.73,0.69,0.66,0.65,0.64,0.64,0.64,0.61,0.0,0.0,0.0,0.54,0.52,0.5,0.48,0.47,0.41,0.39,0.39,0.38,0.0,0.36,0.36,0.36,0.32,0.32,0.0,0.3,0.0,0.26,0.24,0.22,0.0,0.0,1.33,0.0,0.56,0.57,1.38,18.81,0.19,0.32,0.0,1.65,4.76,3.8,3.19,2.24,2.11,2.36,1.84,0.73,0.62,0.07,1.21,0.26,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/03/2021,0.0,0.0,3.74,3.51,0.38,3.24,0.0,3.19,0.0,0.0,2.86,2.35,0.0,0.0,2.07,2.05,1.94,1.89,1.85,1.67,0.0,0.0,1.42,1.39,0.0,1.38,0.0,0.0,0.0,0.0,1.19,1.1,0.92,0.74,0.73,0.69,0.66,0.65,0.64,0.64,0.64,0.61,0.0,0.0,0.0,0.54,0.52,0.5,0.48,0.47,0.41,0.39,0.39,0.38,0.0,0.36,0.36,0.36,0.32,0.32,0.0,0.3,0.0,0.26,0.24,0.22,0.0,0.0,1.33,0.0,0.56,0.57,1.38,18.81,0.19,0.32,0.0,1.65,4.76,3.8,3.19,2.24,2.11,2.36,1.84,0.73,0.62,0.07,1.21,0.26,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/04/2021,0.0,0.0,3.74,3.51,0.38,3.24,0.0,3.19,0.0,0.0,2.86,2.35,0.0,0.0,2.07,2.05,1.94,1.89,1.85,1.67,0.0,0.0,1.42,1.39,0.0,1.38,0.0,0.0,0.0,0.0,1.19,1.1,0.92,0.74,0.73,0.69,0.66,0.65,0.64,0.64,0.64,0.61,0.0,0.0,0.0,0.54,0.52,0.5,0.48,0.47,0.41,0.39,0.39,0.38,0.0,0.36,0.36,0.36,0.32,0.32,0.0,0.3,0.0,0.26,0.24,0.22,0.0,0.0,1.33,0.0,0.56,0.57,1.38,18.81,0.19,0.32,0.0,1.65,4.76,3.8,3.19,2.24,2.11,2.36,1.84,0.73,0.62,0.07,1.21,0.26,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/05/2021,0.0,0.0,3.74,3.51,0.38,3.24,0.0,3.19,0.0,0.0,2.86,2.35,0.0,0.0,2.07,2.05,1.94,1.89,1.85,1.67,0.0,0.0,1.42,1.39,0.0,1.38,0.0,0.0,0.0,0.0,1.19,1.1,0.92,0.74,0.73,0.69,0.66,0.65,0.64,0.64,0.64,0.61,0.0,0.0,0.56,0.54,0.52,0.5,0.48,0.47,0.41,0.39,0.39,0.38,0.0,0.36,0.36,0.36,0.32,0.32,0.0,0.3,0.0,0.26,0.24,0.22,0.0,0.0,1.33,0.0,0.0,0.57,1.38,18.81,0.19,0.32,0.0,1.65,4.76,3.8,3.19,2.24,2.11,2.36,1.84,0.73,0.62,0.07,1.21,0.26,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/06/2021,0.0,0.0,3.78,3.54,0.39,3.27,0.0,3.22,0.0,0.0,2.88,2.38,0.0,0.0,2.09,2.07,0.0,1.91,1.87,1.68,0.0,0.0,1.43,1.41,0.0,1.39,0.0,0.0,0.0,0.0,1.2,1.11,0.93,0.75,0.74,0.7,0.67,0.66,0.0,0.65,0.65,0.62,0.0,0.0,0.56,0.55,0.52,0.5,0.48,0.48,0.42,0.4,0.39,0.39,0.0,0.37,0.37,0.36,0.32,0.32,0.0,0.31,0.0,0.26,0.24,0.22,0.0,0.0,1.35,0.0,0.0,0.58,1.39,17.66,0.19,0.32,0.0,1.67,4.81,3.84,3.22,2.26,2.13,2.38,1.85,0.74,0.63,0.07,1.23,0.26,1.05,1.96,0.65,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97999999999998
05/09/2022,30.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16,4.92,4.7,3.05,2.09,2.0,1.84,1.6,1.6,1.58,1.55,1.49,1.46,1.45,1.32,1.26,1.25,1.25,1.25,1.24,1.24,1.23,1.23,1.23,1.21,1.13,1.04,1.04,1.03,0.99,0.93,0.92,0.84,0.81,0.8,0.78,0.73,0.73,0.67,0.62,0.61,0.58,0.58,0.55,0.53,0.5,0.46,0.42,0.4,0.39,0.0,100.01
05/23/2022,32.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,2.46,4.69,3.05,2.09,2.0,1.84,1.6,1.6,1.53,1.55,1.49,1.46,1.45,1.32,1.25,1.25,1.25,1.25,1.24,1.24,1.23,1.22,1.23,1.21,1.12,0.0,1.04,1.03,0.99,0.93,0.92,0.74,0.81,0.8,0.78,0.74,0.73,0.66,0.62,0.61,0.58,0.58,0.55,0.53,0.5,0.46,0.42,0.4,0.39,2.15,100.02
