,AGPXX,B 0 09/09/21,B 0 08/05/21,XIB 0 10/07/21,Cash/Receivables/Payables,NYBOT FINEX United States Dollar Index Future,B 0 10/07/21,CMBR 0 09/09/21,018000.KQ,B 0 02/03/22,B 0 12/02/21,B 0 01/06/22,n/a,688008.SS,B 0 12/09/21,B 0 03/10/22,B 0 12.09.21,B 0 03.10.22,B 0 02.03.22,B 0 12.02.21,B 0 01.06.22,WIB 0 02.03.22,CMBR 0 12.02.21,CMBR 0 03.10.22,SUM
11/24/2021,51.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.88,0.0,0.0,0.0,13.66,13.66,8.54,6.83,6.83,0.0,0.0,0.0,-7.27000000000001
11/25/2021,50.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-109.1,0.0,0.0,0.0,13.74,13.74,8.59,6.87,6.87,0.0,0.0,0.0,-8.449999999999989
11/26/2021,50.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.98,0.0,0.0,0.0,13.73,13.73,8.58,6.87,6.87,0.0,0.0,0.0,-8.969999999999999
11/29/2021,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-109.88,0.0,0.0,0.0,13.79,13.79,8.62,6.9,6.9,0.0,0.0,0.0,-9.379999999999995
11/30/2021,49.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.08,0.0,0.0,0.0,13.67,13.67,8.55,6.84,6.84,0.0,0.0,0.0,-8.86999999999999
12/01/2021,49.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.08,0.0,0.0,0.0,13.67,13.67,8.55,6.84,6.84,0.0,0.0,0.0,-8.86999999999999
12/02/2021,50.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.62,0.0,0.0,0.0,13.71,13.71,8.57,6.85,6.85,0.0,0.0,0.0,-8.29000000000002
12/21/2021,69.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.66,0.0,0.0,0.0,0.0,0.0,9.23,0.0,7.38,0.0,0.0,14.76,-0.059999999999988
12/22/2021,69.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.66,0.0,0.0,0.0,0.0,0.0,9.23,0.0,7.38,0.0,0.0,14.76,-0.059999999999988
12/23/2021,68.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.66,0.0,0.0,0.0,0.0,14.76,9.23,0.0,7.38,0.0,0.0,0.0,-0.6199999999999903
12/24/2021,68.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.54,0.0,0.0,0.0,0.0,14.75,9.22,0.0,7.38,0.0,0.0,0.0,-0.5500000000000114
12/27/2021,68.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.51,0.0,0.0,0.0,0.0,14.68,9.18,0.0,7.34,0.0,0.0,0.0,0.480000000000004
12/28/2021,68.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.51,0.0,0.0,0.0,0.0,14.68,9.18,0.0,7.34,0.0,0.0,0.0,0.480000000000004
12/29/2021,68.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.51,0.0,0.0,0.0,0.0,14.68,9.18,0.0,7.34,0.0,0.0,0.0,0.480000000000004
12/30/2021,68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.68,9.18,0.0,7.34,0.0,0.0,0.0,100.0
12/31/2021,67.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25,9.53,0.0,7.62,0.0,0.0,0.0,99.99
01/03/2022,65.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.82,0.0,0.0,0.0,0.0,16.51,10.32,0.0,8.26,0.0,0.0,0.0,0.3000000000000256
01/07/2022,64.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.48,0.0,0.0,0.0,0.0,16.57,10.36,0.0,8.28,0.0,0.0,0.0,-0.3199999999999932
01/10/2022,73.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.6,0.0,0.0,0.0,0.0,16.58,10.36,0.0,0.0,0.0,0.0,0.0,-0.3499999999999943
01/11/2022,72.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.34,0.0,0.0,0.0,0.0,16.47,10.3,0.0,0.0,0.0,0.0,0.0,0.1299999999999954
01/12/2022,72.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.34,0.0,0.0,0.0,0.0,16.47,10.3,0.0,0.0,0.0,0.0,0.0,0.1299999999999954
01/13/2022,73.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.56,10.35,0.0,0.0,0.0,0.0,0.0,100.0
01/14/2022,72.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.15,0.0,0.0,0.0,0.0,16.46,10.29,0.0,0.0,0.0,0.0,0.0,0.5799999999999841
01/18/2022,73.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-98.21,0.0,0.0,0.0,0.0,16.38,10.24,0.0,0.0,0.0,0.0,0.0,2.2299999999999898
01/19/2022,73.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-98.21,0.0,0.0,0.0,0.0,16.38,10.24,0.0,0.0,0.0,0.0,0.0,2.2299999999999898
01/20/2022,73.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-98.21,0.0,0.0,0.0,0.0,16.38,10.24,0.0,0.0,0.0,0.0,0.0,2.2299999999999898
01/21/2022,73.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.37,0.0,0.0,0.0,0.0,16.48,10.3,0.0,0.0,0.0,0.0,0.0,1.269999999999996
01/24/2022,73.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.37,0.0,0.0,0.0,0.0,16.48,10.3,0.0,0.0,0.0,0.0,0.0,0.9200000000000016
01/25/2022,73.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.2,0.0,0.0,0.0,0.0,16.46,10.29,0.0,0.0,0.0,0.0,0.0,0.7599999999999767
01/26/2022,73.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.2,0.0,0.0,0.0,0.0,16.46,10.29,0.0,0.0,0.0,0.0,0.0,0.7599999999999767
