,ANGL,TIP,IEF,IEI,TLT,FPE,JPHY,GBIL,FLRN,CLTL,FLOT,IBDM,IBDN,PCEF,HYEM,IVOL,AGG,PPG,UNP,MKC,JPM,WMT,APD,CI,DOW,VZ,C,BKLN,SHYG,Ford Motor Credit Company LLC 3.7%,PCY,PFF,LQD,PFXF,NKE,UPS,ZTS,DHR,TGT,AMT,FIV,WST,LLY,FCX,BX,CWB,EMLC,ADRA,NVSA,HCAQ,CRU,HCCC,ASAX,MACA,PSAG,TWLV,NBST,TWO V7.625 PERP B,JPT,CMO 7.5 PERP E,CUBI V6 PERP F,SINA,MFA 7.5 PERP B,VIG,VNQ,XLU,MDLZ,CB,KO,BAC,HYG,8150.T,CHTR,MMC,JSD,4282.T,FRA,IVH,RTX,IAGG,LGAC,GXII,WARR,B. Riley Principal 250 Merger Corp Class A,MACQ,BITE,JOFF,HHLA,DSAC,FLME,ALB,TWO,Two Harbors Investment Corp Conv Cum Red Pfd Registered Shs Series -B-,Capstead Mortgage Corp 7 1/2 % Cum Red Pfd Shs Series -E-,Customers Bancorp Inc F,MFA Financial Inc Pfd Shs Series -B-,AIF,BRIV,PG,BNDX,USB,CL,GLD,BDX,HON,CLX,KMB,SYK,AMGN,EMB,Ivy High Income Opportunities,BENE,SLCR,Merida Merger Corp I Ordinary Shares,PMVC,Global SPAC Partners Co Subunit (1 Ord Share Class A & 1/4 War),TMKR,QFTA,ISAA,EdtechX Holdings Acquisition Corp II Class A,CHPM,PUCK,LMAO,DUNE,AMAO,ITQ,OceanTech Acquisitions I Corp Class A,GAPA,BTAQ,KLAQ,ACEV,SWET,MACU,SHY,MCMJ,GLSPT,EDTX,OTEC,VIXY,KINZ,KRNL,TACA,SBEA,LNFA,INKA,SHAC,ATSPT,VHAQ,CLRM,ETAC,SUM
07/23/2021,13.69,3.0,11.17,4.44,10.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,0.0,0.91,3.85,1.53,0.0,1.61,1.5,0.0,1.53,1.54,1.45,1.58,1.51,1.35,1.32,1.29,1.59,2.27,2.05,0.7,0.43,0.44,0.44,0.45,0.44,0.0,0.67,0.44,0.44,0.0,0.44,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.35,0.34,0.33,0.0,0.33,0.69,0.64,0.54,0.0,0.0,0.0,1.46,1.42,0.0,0.42,0.0,0.0,0.0,0.0,0.32,1.49,1.45,0.53,0.53,0.53,0.0,0.54,0.53,0.53,0.53,0.53,0.52,0.45,0.33,0.0,0.0,0.0,0.0,0.0,0.53,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
08/02/2021,9.95,10.62,7.05,6.81,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,6.07,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.31,1.19,2.37,0.77,1.15,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.29,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,1.05,0.73,0.94,0.0,0.0,1.89,0.0,1.78,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.33,0.33,0.33,0.0,0.33,0.0,0.0,1.82,5.26,1.87,1.85,1.84,1.83,1.81,1.78,1.77,1.76,1.76,0.62,0.33,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/03/2021,9.95,10.62,7.05,6.81,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,6.07,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.31,1.19,2.37,0.77,1.15,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.29,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.0,0.0,0.33,1.05,0.73,0.94,0.0,0.0,1.89,0.0,1.78,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.0,1.02,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.82,5.26,1.87,1.85,1.84,1.83,1.81,1.78,1.77,1.76,1.76,0.62,0.0,0.21,0.21,0.0,0.21,0.0,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.21,0.21,0.21,0.17,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/04/2021,9.95,10.62,7.05,6.81,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,6.07,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.31,1.19,2.37,0.77,1.15,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.29,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.0,0.0,0.33,1.05,0.73,0.94,0.0,0.0,1.89,0.0,1.78,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.0,1.02,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.82,5.26,1.87,1.85,1.84,1.83,1.81,1.78,1.77,1.76,1.76,0.62,0.0,0.21,0.21,0.0,0.21,0.0,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.21,0.21,0.21,0.17,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/05/2021,9.95,10.62,7.05,6.81,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,6.07,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.31,1.19,2.37,0.77,1.15,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.29,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.0,0.0,0.33,1.05,0.73,0.94,0.0,0.0,1.89,0.0,1.78,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.0,1.02,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.82,5.26,1.87,1.85,1.84,1.83,1.81,1.78,1.77,1.76,1.76,0.62,0.0,0.21,0.21,0.0,0.21,0.0,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.21,0.21,0.21,0.17,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/06/2021,9.92,10.56,7.07,6.82,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,6.09,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.3,1.21,2.38,0.77,1.15,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.29,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.33,0.0,0.0,0.33,1.05,0.73,0.94,0.0,0.0,1.9,0.0,1.78,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.0,1.03,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.86,5.26,1.84,1.77,1.84,1.84,1.83,1.78,1.77,1.77,1.73,0.62,0.0,0.21,0.21,0.0,0.21,0.0,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.21,0.21,0.21,0.21,0.21,0.21,0.17,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/14/2021,11.37,13.95,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74,12.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,1.33,0.0,8.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,2.25,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.34,3.02,2.36,1.97,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,1.85,1.8,2.06,1.72,1.48,1.7,1.83,1.83,1.42,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.21,0.0,0.21,0.21,0.0,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.21,0.0,0.22,3.88,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,99.96
09/15/2021,11.37,13.95,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74,12.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,1.33,0.0,8.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,2.25,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.34,3.02,2.36,1.97,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,1.85,1.8,2.06,1.72,1.48,1.7,1.83,1.83,1.42,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.21,0.0,0.21,0.21,0.0,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.21,0.0,0.22,3.88,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,99.96
09/17/2021,11.39,13.94,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.72,12.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,1.33,0.0,8.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,2.25,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.34,3.02,2.37,1.97,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,1.88,1.8,2.07,1.72,1.49,1.71,1.84,1.8,1.44,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.22,0.0,0.21,0.0,0.21,0.21,0.0,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.21,0.0,0.22,3.75,0.21,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,99.95
09/20/2021,11.73,4.39,0.0,0.0,10.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,9.77,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.32,0.0,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,2.24,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.33,2.54,1.35,1.27,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,1.91,1.79,1.64,1.73,1.87,1.68,1.81,1.83,1.91,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.21,0.0,0.21,0.21,0.0,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.21,0.0,0.21,3.35,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,99.93
09/21/2021,11.73,4.39,0.0,0.0,10.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,9.77,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.32,0.0,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,2.24,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.33,2.54,1.35,1.27,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,1.91,1.79,1.64,1.73,1.87,1.68,1.81,1.83,1.91,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.21,0.0,0.21,0.21,0.0,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.21,0.0,0.21,3.35,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,99.93
09/22/2021,11.75,4.38,0.0,0.0,10.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,9.76,12.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.32,0.0,6.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,2.25,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.34,2.53,1.34,1.25,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,1.89,1.77,1.61,1.74,1.85,1.66,1.8,1.81,1.93,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.21,0.0,0.21,0.21,0.0,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.21,0.0,0.21,3.55,0.21,0.21,0.21,0.22,0.21,0.21,0.22,0.21,0.21,0.21,0.21,99.95
09/23/2021,11.75,4.38,0.0,0.0,10.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,9.76,12.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.32,0.0,6.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,2.25,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.34,2.53,1.34,1.25,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,1.89,1.77,1.61,1.74,1.85,1.66,1.8,1.81,1.93,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.21,0.0,0.21,0.21,0.0,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.21,0.0,0.21,3.55,0.21,0.21,0.21,0.22,0.21,0.21,0.22,0.21,0.21,0.21,0.21,99.95
09/24/2021,11.73,4.39,0.0,0.0,11.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,0.0,9.73,12.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.32,0.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,2.23,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.33,2.48,1.34,1.23,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,1.9,1.78,1.63,1.72,1.82,1.63,1.79,1.78,1.9,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.21,0.0,0.21,0.21,0.0,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.21,0.0,0.21,3.79,0.21,0.21,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,99.95000000000002
09/27/2021,11.75,4.39,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.0,9.67,12.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.33,0.0,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,2.25,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.34,2.5,1.35,1.23,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1.93,1.78,1.62,1.71,1.84,1.62,1.78,1.81,1.88,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.21,0.0,0.21,0.21,0.0,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.21,0.0,0.22,3.58,0.22,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,99.94
09/28/2021,11.75,4.39,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.0,9.67,12.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.33,0.0,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,2.25,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.34,2.5,1.35,1.23,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1.93,1.78,1.62,1.71,1.84,1.62,1.78,1.81,1.88,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.21,0.0,0.21,0.21,0.0,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.21,0.0,0.22,3.58,0.22,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,99.94
09/29/2021,11.75,4.39,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.0,9.67,12.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.33,0.0,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,2.25,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.34,2.5,1.35,1.23,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1.93,1.78,1.62,1.71,1.84,1.62,1.78,1.81,1.88,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.21,0.0,0.21,0.21,0.0,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.21,0.0,0.22,3.58,0.22,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,99.94
09/30/2021,11.75,4.39,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.0,9.67,12.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.33,0.0,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,2.25,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.34,2.5,1.35,1.23,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1.93,1.78,1.62,1.71,1.84,1.62,1.78,1.81,1.88,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.21,0.0,0.21,0.21,0.0,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.21,0.0,0.22,3.58,0.22,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,99.94
10/01/2021,11.75,4.39,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.0,9.67,12.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.33,0.0,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,2.25,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.34,2.5,1.35,1.23,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1.93,1.78,1.62,1.71,1.84,1.62,1.78,1.81,1.88,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.21,0.0,0.21,0.21,0.0,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.21,0.0,0.22,3.58,0.22,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,99.94
10/04/2021,11.75,4.39,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.0,9.67,12.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.33,0.0,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,2.25,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.34,2.5,1.35,1.23,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1.93,1.78,1.62,1.71,1.84,1.62,1.78,1.81,1.88,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.21,0.0,0.21,0.21,0.0,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.21,0.0,0.22,3.58,0.22,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,99.94
10/05/2021,11.75,4.39,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.0,9.67,12.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.33,0.0,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,2.25,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.34,2.5,1.35,1.23,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,1.93,1.78,1.62,1.71,1.84,1.62,1.78,1.81,1.88,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.21,0.0,0.21,0.21,0.0,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.21,0.0,0.22,3.58,0.22,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,99.94
